TMCode,店舗名,Status,開店日,都道府県,郵便番号,都道府県,市区町村,それ以下,Category,販路,パートナー先
8191,楽天モバイル アルプラザ城陽店,OPEN,2022/3/1,京都府,610-0111,京都府,城陽市,富野荒見田112,PS,DECOH,株式会社DECOH
8192,楽天モバイル 中津郵便局店,OPEN,2022/2/21,大分県,871-8799,大分県,中津市,中殿余木503-1-6,miniDS,ウィルオブ・ワーク,楽天モバイル株式会社
8193,楽天モバイル 鹿児島東郵便局店,OPEN,2022/2/21,鹿児島県,892-8799,鹿児島県,鹿児島市,山下町3-3,miniDS,ヒト・コミュニケーションズ,楽天モバイル株式会社
8197,楽天モバイル 明石郵便局店,OPEN,2022/3/30,兵庫県,673-8799,兵庫県,明石市,樽屋町1-7,miniDS,ヒト・コミュニケーションズ,楽天モバイル株式会社
8199,楽天モバイル 宗像郵便局店,OPEN,2022/3/30,福岡県,811-4199,福岡県,宗像市,自由ヶ丘2丁目7-9,miniDS,ヒト・コミュニケーションズ,楽天モバイル株式会社
8200,楽天モバイル 三木郵便局店,OPEN,2022/3/30,兵庫県,673-0499,兵庫県,三木市,別所町小林宿谷北657-8,miniDS,ヒト・コミュニケーションズ,楽天モバイル株式会社
8201,楽天モバイル 神戸西郵便局店,OPEN,2022/3/29,兵庫県,651-2299,兵庫県,神戸市,西区糀台5丁目12-1,miniDS,リクルートスタッフィング,楽天モバイル株式会社
8202,楽天モバイル MOMOテラス店,OPEN,2022/3/1,京都府,612-8002,京都府,京都市,伏見区桃山町山ノ下32,PS,T-GAIA,T-GAIA
8203,楽天モバイル イオンモール新発田店,OPEN,2022/2/25,新潟県,957-0061,新潟県,新発田市,住吉町5丁目11-5,DS,ヒト・コミュニケーションズ,楽天モバイル株式会社
8207,Tecc LIFE SELECT New一宮店,OPEN,2022/2/25,愛知県,491-0025,愛知県,一宮市,羽衣2丁目5-8,CES,リクルートスタッフィング,株式会社ヤマダ電機
8209,楽天モバイル みのおキューズモール店,OPEN,2022/3/18,大阪府,562-0034,大阪府,箕面市,西宿1丁目17-22,PS,T-GAIA,T-GAIA
8211,楽天モバイル 新宿南口店,OPEN,2022/3/1,東京都,160-0023,東京都,新宿区,西新宿1丁目18-4,PS,アルファグループ,アルファグループ
8212,ケーズデンキ 岩槻店,OPEN,2022/3/18,埼玉県,339-0043,埼玉県,さいたま市,岩槻区城南1丁目1-1,CES,リクルートスタッフィング,ケーズホールディングス
8213,楽天モバイル ララガーデン長町店,OPEN,2022/3/3,宮城県,982-0011,宮城県,仙台市,太白区長町7丁目20-5,PS,CNX,コネクシオ
8215,楽天モバイル 西葛西店,OPEN,2022/3/1,東京都,134-0088,東京都,江戸川区,西葛西6丁目12-7,DS,楽天モバイル株式会社,楽天モバイル株式会社
8216,テックランドNew出雲店,OPEN,2022/3/4,島根県,693-0063,島根県,出雲市,大塚町731-1,CES,リクルートスタッフィング,株式会社ヤマダ電機
8217,楽天モバイル 泉北パンジョ店,OPEN,2022/3/8,大阪府,590-0115,大阪府,堺市,南区茶山台1丁2-4,DS,リクルートスタッフィング,楽天モバイル株式会社
8218,楽天モバイル 天理郵便局店,OPEN,2022/3/7,奈良県,632-8799,奈良県,天理市,川原城町296-5,miniDS,パーソルマーケティング,楽天モバイル株式会社
8219,楽天モバイル 篠路郵便局店,OPEN,2022/3/8,北海道,002-8799,北海道,札幌市,北区篠路三条5丁目1-5,miniDS,ヒト・コミュニケーションズ,楽天モバイル株式会社
8220,楽天モバイル 名古屋港郵便局店,OPEN,2022/3/9,愛知県,455-8799,愛知県,名古屋市,港区港栄2丁目1-7,miniDS,ウィルオブ・ワーク,楽天モバイル株式会社
8221,楽天モバイル 名古屋南郵便局店,OPEN,2022/3/9,愛知県,457-8799,愛知県,名古屋市,南区松城町2丁目29,miniDS,リクルートスタッフィング,楽天モバイル株式会社
8222,楽天モバイル 名古屋西郵便局店,OPEN,2022/3/9,愛知県,450-8799,愛知県,名古屋市,西区天神山町4-5,miniDS,リクルートスタッフィング,楽天モバイル株式会社
8223,楽天モバイル 中川郵便局店,OPEN,2022/3/9,愛知県,454-8799,愛知県,名古屋市,中川区吉良町98-1,miniDS,リクルートスタッフィング,楽天モバイル株式会社
8224,楽天モバイル 和泉観音寺店,OPEN,2022/3/8,大阪府,594-0065,大阪府,和泉市,観音寺町173-1,DS,ヒト・コミュニケーションズ,楽天モバイル株式会社
8225,楽天モバイル 千種郵便局店,OPEN,2022/3/9,愛知県,464-8799,愛知県,名古屋市,千種区今池4丁目9-18,miniDS,ウィルオブ・ワーク,楽天モバイル株式会社
8226,楽天モバイル 手稲郵便局店,OPEN,2022/3/9,北海道,006-8799,北海道,札幌市,手稲区前田7条11丁目1-1,miniDS,ヒト・コミュニケーションズ,楽天モバイル株式会社
8228,楽天モバイル 名古屋栄四郵便局店,OPEN,2022/3/11,愛知県,460-0008,愛知県,名古屋市,中区栄4丁目1-8,miniDS,ウィルオブ・ワーク,楽天モバイル株式会社
8233,楽天モバイル 名古屋緑郵便局店,OPEN,2022/3/11,愛知県,458-8799,愛知県,名古屋市,緑区六田2丁目43,miniDS,ウィルオブ・ワーク,楽天モバイル株式会社
8234,楽天モバイル マルイシティ横浜店,OPEN,2022/3/11,神奈川県,220-0011,神奈川県,横浜市,西区高島2丁目19-12,PS,CNX,コネクシオ
8235,楽天モバイル 津島郵便局店,OPEN,2022/3/14,愛知県,496-8799,愛知県,津島市,松原町25-2,miniDS,ヒト・コミュニケーションズ,楽天モバイル株式会社
8236,楽天モバイル 長久手郵便局店,OPEN,2022/3/14,愛知県,480-1199,愛知県,長久手市,西浦815,miniDS,リクルートスタッフィング,楽天モバイル株式会社
8243,楽天モバイル 半田郵便局店,OPEN,2022/3/16,愛知県,475-8799,愛知県,半田市,東洋町1丁目5-2,miniDS,リクルートスタッフィング,楽天モバイル株式会社
8246,Tecc LIFE SELECT 旭川店,OPEN,2022/2/25,北海道,070-0823,北海道,旭川市,緑町12丁目2719-1,CES,ライクスタッフィング,株式会社ヤマダ電機
8251,楽天モバイル 春日井郵便局店,OPEN,2022/3/16,愛知県,486-8799,愛知県,春日井市,柏井町3丁目102-1,miniDS,リクルートスタッフィング,楽天モバイル株式会社
8252,楽天モバイル 岐阜中央郵便局店,OPEN,2022/3/22,岐阜県,500-8799,岐阜県,岐阜市,清住町1丁目3-2,miniDS,ウィルオブ・ワーク,楽天モバイル株式会社
8253,エディオン 浦添パルコシティ店,OPEN,2022/3/15,沖縄県,901-2123,沖縄県,浦添市,西洲3丁目1-1,CES,ヒト・コミュニケーションズ,株式会社エディオン
8254,エディオン 豊見城ウイングシティ店,OPEN,2022/3/15,沖縄県,901-0242,沖縄県,豊見城市,字高安261-2,CES,ヒト・コミュニケーションズ,株式会社エディオン
8255,楽天モバイル 清水郵便局店,OPEN,2022/3/22,静岡県,424-8799,静岡県,静岡市,清水区辻1丁目9-27,miniDS,ヒト・コミュニケーションズ,楽天モバイル株式会社
8256,楽天モバイル 富士宮郵便局店,OPEN,2022/3/22,静岡県,418-8799,静岡県,富士宮市,若の宮町475,miniDS,ヒト・コミュニケーションズ,楽天モバイル株式会社
8257,楽天モバイル 静岡中央郵便局店,OPEN,2022/3/22,静岡県,420-8799,静岡県,静岡市,葵区黒金町1-9,miniDS,ヒト・コミュニケーションズ,楽天モバイル株式会社
8258,楽天モバイル 浜松西郵便局店,OPEN,2022/3/22,静岡県,432-8799,静岡県,浜松市,中区西伊場町55-1,miniDS,ウィルオブ・ワーク,楽天モバイル株式会社
8259,楽天モバイル 浜松東郵便局店,OPEN,2022/3/22,静岡県,435-8799,静岡県,浜松市,東区西塚町302,miniDS,ウィルオブ・ワーク,楽天モバイル株式会社
8260,楽天モバイル イオンモール大曲店,OPEN,2022/3/18,秋田県,014-0033,秋田県,大仙市,和合字坪立177,PS,T-GAIA,T-GAIA
8261,100満ボルト 旭川本店,OPEN,2022/3/17,北海道,078-8825,北海道,旭川市,西御料五条1丁目1-5,CES,ヒト・コミュニケーションズ,株式会社エディオン
8262,楽天モバイル ハーヴェストウォーク店,OPEN,2022/4/1,栃木県,323-0014,栃木県,小山市,喜沢1475,PS,T-GAIA,T-GAIA
8263,100満ボルト 東苗穂店,OPEN,2022/3/16,北海道,007-0803,北海道,札幌市,東区東苗穂3条2丁目5-20,CES,ヒト・コミュニケーションズ,株式会社エディオン
8266,楽天モバイル 伊勢郵便局店,OPEN,2022/3/24,三重県,516-8799,三重県,伊勢市,岩渕3丁目6-10,miniDS,ヒト・コミュニケーションズ,楽天モバイル株式会社
8267,楽天モバイル 四日市郵便局店,OPEN,2022/3/24,三重県,510-8799,三重県,四日市市,沖の島町4-9,miniDS,ヒト・コミュニケーションズ,楽天モバイル株式会社
8268,楽天モバイル 大垣郵便局店,OPEN,2022/3/24,岐阜県,503-8799,岐阜県,大垣市,郭町4丁目1,miniDS,ウィルオブ・ワーク,楽天モバイル株式会社
8269,楽天モバイル 梅田茶屋町店,OPEN,2022/4/15,大阪府,530-0013,大阪府,大阪市,北区茶屋町14-4,DS,楽天モバイル株式会社,楽天モバイル株式会社
8270,エディオン 津北店,OPEN,2022/3/15,三重県,514-0002,三重県,津市,島崎町36,CES,ヒト・コミュニケーションズ,株式会社エディオン
8271,エディオン 豊田大林店,OPEN,2022/3/15,愛知県,473-0902,愛知県,豊田市,大林町8丁目54-2,CES,ヒト・コミュニケーションズ,株式会社エディオン
8272,楽天モバイル MARK IS 福岡ももち店,OPEN,2022/3/25,福岡県,810-8639,福岡県,福岡市,中央区地行浜2丁目2-1,DS,楽天モバイル株式会社,楽天モバイル株式会社
8273,楽天モバイル マルイファミリー志木店,OPEN,2022/3/25,埼玉県,353-0004,埼玉県,志木市,本町5丁目26-1,DS,ウィルオブ・ワーク,楽天モバイル株式会社
8274,楽天モバイル イオンモール今治新都市店,OPEN,2022/3/25,愛媛県,794-0068,愛媛県,今治市,にぎわい広場1-1,DS,ヒト・コミュニケーションズ,楽天モバイル株式会社
8275,楽天モバイル 上本町YUFURA店,OPEN,2022/3/25,大阪府,543-0001,大阪府,大阪市,天王寺区上本町6丁目5-13,DS,楽天モバイル株式会社,楽天モバイル株式会社
8278,楽天モバイル 木の葉モール橋本店,OPEN,2022/3/30,福岡県,819-0031,福岡県,福岡市,西区橋本2丁目27-2,PS,アルファグループ,アルファグループ
8279,エディオン 日進竹の山店,OPEN,2022/4/25,愛知県,470-0136,愛知県,日進市,竹の山3丁目2003番地,CES,リクルートスタッフィング,株式会社エディオン
8280,ケーズデンキ 西神戸店,OPEN,2022/4/1,兵庫県,651-2135,兵庫県,神戸市,西区王塚台7丁目131-1,CES,リクルートスタッフィング,ケーズホールディングス
8281,ケーズデンキ 加古川店,OPEN,2022/4/8,兵庫県,675-0034,兵庫県,加古川市,加古川町稲屋917-1,CES,リクルートスタッフィング,ケーズホールディングス
8282,ケーズデンキ 尼崎浜田店,OPEN,2022/4/15,兵庫県,660-0072,兵庫県,尼崎市,大庄川田町77,CES,リクルートスタッフィング,ケーズホールディングス
8283,ケーズデンキ わさだタウン店,OPEN,2022/4/1,大分県,870-1155,大分県,大分市,玉沢755-1,CES,ヒト・コミュニケーションズ,ケーズホールディングス
8284,ケーズデンキ 佐世保店,OPEN,2022/4/1,長崎県,857-1161,長崎県,佐世保市,大塔町666-10,CES,ヒト・コミュニケーションズ,ケーズホールディングス
8285,ケーズデンキ 薩摩川内店,OPEN,2022/4/8,鹿児島県,895-0031,鹿児島県,薩摩川内市,勝目町4086-1,CES,パーソルマーケティング,ケーズホールディングス
8286,ケーズデンキ 諫早店,OPEN,2022/4/15,長崎県,854-0036,長崎県,諫早市,長野町1615-1,CES,ヒト・コミュニケーションズ,ケーズホールディングス
8287,ケーズデンキ 出水店,OPEN,2022/4/22,鹿児島県,899-0125,鹿児島県,出水市,黄金町523,CES,パーソルマーケティング,ケーズホールディングス
8288,楽天モバイル 船堀店,OPEN,2022/4/1,東京都,134-0091,東京都,江戸川区,船堀3丁目5-7,PS,株式会社ラネット,株式会社ラネット
8289,楽天モバイル ヴェルサウォーク西尾店,OPEN,2022/3/25,愛知県,445-0064,愛知県,西尾市,高畠町3丁目23-9,DS,ヒト・コミュニケーションズ,楽天モバイル株式会社
8290,エディオン 柴田店,OPEN,2022/4/25,愛知県,457-0806,愛知県,名古屋市,南区鳴浜町5丁目1-1,CES,リクルートスタッフィング,株式会社エディオン
8291,楽天モバイル 南生駒店,OPEN,2022/3/24,奈良県,630-0226,奈良県,生駒市,小平尾町93,PS,DECOH,株式会社DECOH
8292,楽天モバイル 瑞江店,OPEN,2022/3/31,東京都,132-0011,東京都,江戸川区,瑞江2丁目4-3,PS,アルファグループ,アルファグループ
8293,楽天モバイル イオンモールりんくう泉南店,OPEN,2022/4/8,大阪府,590-0535,大阪府,泉南市,りんくう南浜3-12,PS,CNX,コネクシオ
8294,エディオン 海田店,OPEN,2022/4/26,広島県,736-0052,広島県,安芸郡,海田町南つくも町13-18,CES,ヒト・コミュニケーションズ,株式会社エディオン
8295,エディオン 大垣ベルプラザ店,OPEN,2022/4/25,岐阜県,503-0026,岐阜県,大垣市,室村町3丁目74-5,CES,ヒト・コミュニケーションズ,株式会社エディオン
8296,エディオン モレラ岐阜店,OPEN,2022/4/25,岐阜県,501-0406,岐阜県,本巣市,三橋1100,CES,ヒト・コミュニケーションズ,株式会社エディオン
8297,楽天モバイル 難波なんさん通り店,OPEN,2022/4/8,大阪府,556-0011,大阪府,大阪市,浪速区難波中2丁目2-15,DS,楽天モバイル株式会社,楽天モバイル株式会社
8298,エディオン ホームズ川崎大師店,OPEN,2022/4/8,神奈川県,210-0818,神奈川県,川崎市,川崎区中瀬3丁目20-20,CES,ヒト・コミュニケーションズ,株式会社エディオン
8299,エディオン ダイナシティ小田原店,OPEN,2022/4/22,神奈川県,250-0872,神奈川県,小田原市,中里296-1,CES,ヒト・コミュニケーションズ,株式会社エディオン
8300,楽天モバイル 延岡郵便局店,OPEN,2022/3/28,宮崎県,882-8799,宮崎県,延岡市,南町1丁目3-5,miniDS,パーソルマーケティング,楽天モバイル株式会社
8301,ビックカメラ 船橋FACE店,OPEN,2022/4/1,千葉県,273-0005,千葉県,船橋市,本町1丁目3-1,CES,株式会社ラネット,株式会社ビックカメラ
8302,楽天モバイル イオンモールかほく店,OPEN,2022/4/15,石川県,929-1126,石川県,かほく市,内日角 タ25,PS,CNX,コネクシオ
8303,YAMADA web.com 和歌山店,OPEN,2022/3/25,和歌山県,641-0011,和歌山県,和歌山市,三葛339-1,CES,ライクスタッフィング,株式会社ヤマダ電機
8304,ジョーシン 一宮尾西店,OPEN,2022/4/22,愛知県,494-0002,愛知県,一宮市,篭屋2丁目1-25,CES,リクルートスタッフィング,上新電機株式会社
8305,ジョーシン 岡崎イオンモール店,OPEN,2022/4/22,愛知県,444-0840,愛知県,岡崎市,戸崎町字外山38-5,CES,リクルートスタッフィング,上新電機株式会社
8306,ジョーシン 平野加美店,OPEN,2022/4/22,大阪府,547-0001,大阪府,大阪市,平野区加美北5丁目6-40,CES,リクルートスタッフィング,上新電機株式会社
8307,ジョーシン 鳳店,OPEN,2022/4/22,大阪府,593-8328,大阪府,堺市,西区鳳北町9丁510,CES,ヒト・コミュニケーションズ,上新電機株式会社
8308,ジョーシン 明石大久保店,OPEN,2022/4/22,兵庫県,674-0068,兵庫県,明石市,大久保町ゆりのき通3丁目2,CES,リクルートスタッフィング,上新電機株式会社
8309,ジョーシン 堅田アル・プラザ店,OPEN,2022/4/22,滋賀県,520-0242,滋賀県,大津市,本堅田5丁目20-10,CES,ヒト・コミュニケーションズ,上新電機株式会社
8310,ジョーシン 白山イオンモール店,OPEN,2022/4/27,石川県,924-8777,石川県,白山市,横江町土地区画整理事業施行地区内1街区,CES,ヒト・コミュニケーションズ,上新電機株式会社
8311,ジョーシン セブンパーク天美店,OPEN,2022/4/27,大阪府,580-0032,大阪府,松原市,天美東3丁目500,CES,リクルートスタッフィング,上新電機株式会社
8312,ジョーシン つかしん店,OPEN,2022/4/26,兵庫県,661-0001,兵庫県,尼崎市,塚口本町4丁目8-1,CES,リクルートスタッフィング,上新電機株式会社
8313,ジョーシン 高蔵寺店,OPEN,2022/4/26,愛知県,487-0011,愛知県,春日井市,中央台1丁目2-2,CES,リクルートスタッフィング,上新電機株式会社
8314,楽天モバイル 大塚店,OPEN,2022/4/15,東京都,170-0005,東京都,豊島区,南大塚3丁目55-3,DS,楽天モバイル株式会社,楽天モバイル株式会社
8315,ジョーシン 鴻巣店,OPEN,2022/4/26,埼玉県,369-0131,埼玉県,鴻巣市,袋763-2,CES,ヒト・コミュニケーションズ,上新電機株式会社
8316,ジョーシン 堺中央環状店,OPEN,2022/4/26,大阪府,591-8025,大阪府,堺市,北区長曽根町1919-1,CES,ヒト・コミュニケーションズ,上新電機株式会社
8317,ジョーシン 小牧店,OPEN,2022/4/27,愛知県,485-0033,愛知県,小牧市,郷中1丁目50,CES,リクルートスタッフィング,上新電機株式会社
8318,エディオン オアシスタウン吹田SST店,OPEN,2022/4/15,大阪府,564-0002,大阪府,吹田市,岸部中5丁目1-1,CES,リクルートスタッフィング,株式会社エディオン
8320,楽天モバイル イオンモール旭川駅前店,OPEN,2022/4/28,北海道,070-0030,北海道,旭川市,宮下通7丁目2-5,PS,株式会社ラネット,株式会社ラネット
8321,コジマ×ビックカメラ KAMEIDO CLOCK店,OPEN,2022/4/26,東京都,136-0071,東京都,江東区,亀戸6丁目31-6,CES,株式会社ラネット,株式会社ビックカメラ
8322,コジマ×ビックカメラ COTOE流山おおたかの森店,OPEN,2022/4/27,千葉県,270-0128,千葉県,流山市,おおたかの森西1丁目15-3,CES,株式会社ラネット,株式会社ビックカメラ
8323,楽天モバイル イオンモール津山店,OPEN,2022/4/28,岡山県,708-0842,岡山県,津山市,河辺1000-1,DS,ヒト・コミュニケーションズ,楽天モバイル株式会社
8324,ケーズデンキ 仙台西店,OPEN,2022/4/25,宮城県,989-3204,宮城県,仙台市,青葉区南吉成7丁目1-1,CES,ライクスタッフィング,ケーズホールディングス
8325,ケーズデンキ 大樹寺店,OPEN,2022/4/22,愛知県,444-0912,愛知県,岡崎市,井田西町6-10,CES,リクルートスタッフィング,ケーズホールディングス
8326,ケーズデンキ 釧路本店,OPEN,2022/4/28,北海道,084-0906,北海道,釧路市,鳥取大通3丁目5-1,CES,ライクスタッフィング,ケーズホールディングス
8327,ケーズデンキ 北見店,OPEN,2022/4/28,北海道,090-0051,北海道,北見市,高栄東町1丁目1-1,CES,ライクスタッフィング,ケーズホールディングス
8328,ケーズデンキ 沖浜店,OPEN,2022/5/1,徳島県,770-8053,徳島県,徳島市,沖浜東3丁目62,CES,ウィルオブ・ワーク,ケーズホールディングス
8329,ケーズデンキ 行橋店,OPEN,2022/5/19,福岡県,824-0032,福岡県,行橋市,南大橋6丁目9-1,CES,ヒト・コミュニケーションズ,ケーズホールディングス
8330,ケーズデンキ 荒尾店,OPEN,2022/6/3,熊本県,864-0001,熊本県,荒尾市,原万田662-1,CES,ヒト・コミュニケーションズ,ケーズホールディングス
8331,楽天モバイル イオンモール高知店,OPEN,2022/4/22,高知県,780-0026,高知県,高知市,秦南町1丁目4-8,DS,リクルートスタッフィング,楽天モバイル株式会社
8332,楽天モバイル イオンモール直方店,OPEN,2022/4/22,福岡県,822-0008,福岡県,直方市,湯野原2丁目1-1,PS,CNX,コネクシオ
8333,楽天モバイル イオンモール猪名川店,OPEN,2022/4/22,兵庫県,666-0257,兵庫県,川辺郡,猪名川町白金2丁目1,DS,リクルートスタッフィング,楽天モバイル株式会社
8335,楽天モバイル イオンモール水戸内原店,OPEN,2022/4/22,茨城県,319-0317,茨城県,水戸市,内原2丁目1,DS,ウィルオブ・ワーク,楽天モバイル株式会社
8336,楽天モバイル 練馬店,OPEN,2022/4/28,東京都,176-0001,東京都,練馬区,練馬1丁目4-3,PS,アルファグループ,アルファグループ
8337,楽天モバイル 上大岡camio店,OPEN,2022/4/28,神奈川県,233-0002,神奈川県,横浜市,港南区上大岡西1丁目15-1,PS,CNX,コネクシオ
8338,楽天モバイル イコアス千城台店,OPEN,2022/4/28,千葉県,264-0005,千葉県,千葉市,若葉区千城台北3丁目21-1,DS,パーソルマーケティング,楽天モバイル株式会社
8340,Tecc LIFE SELECT 広島アルパーク店,OPEN,2022/4/21,広島県,733-0841,広島県,広島市,西区井口明神1丁目16-1,CES,リクルートスタッフィング,株式会社ヤマダ電機
8341,テックランド ららぽーと福岡店,OPEN,2022/4/25,福岡県,812-0893,福岡県,福岡市,博多区那珂6丁目23-1,CES,リクルートスタッフィング,株式会社ヤマダ電機
8342,Tecc LIFE SELECT 高知本店,OPEN,2022/4/8,高知県,781-5104,高知県,高知市,介良字山ノ後乙1136-1,CES,リクルートスタッフィング,株式会社ヤマダ電機
8343,ケーズデンキ クロスモール須磨店,OPEN,2022/5/12,兵庫県,654-0133,兵庫県,神戸市,須磨区多井畑字池ノ奥上5-1,CES,リクルートスタッフィング,ケーズホールディングス
8344,楽天モバイル じゃんぼスクエア河内長野店,OPEN,2022/4/28,大阪府,586-0024,大阪府,河内長野市,西之山町5-20,DS,リクルートスタッフィング,楽天モバイル株式会社
8345,楽天モバイル 大宮ステラタウン店,OPEN,2022/4/28,埼玉県,331-0812,埼玉県,さいたま市,北区宮原町1丁目854-1,PS,アルファグループ,アルファグループ
8346,楽天モバイル 日吉東急アベニュー店,OPEN,2022/4/22,神奈川県,223-0061,神奈川県,横浜市,港北区日吉2丁目1-1,DS,楽天モバイル株式会社,楽天モバイル株式会社
8347,楽天モバイル イオンモール山形南店,OPEN,2022/4/28,山形県,990-2453,山形県,山形市,若宮3丁目7-8,DS,ヒト・コミュニケーションズ,楽天モバイル株式会社
8348,楽天モバイル イトーヨーカドー郡山店,OPEN,2022/4/28,福島県,963-8022,福島県,郡山市,西ノ内2丁目11-40,DS,アプメス,楽天モバイル株式会社
8349,100満ボルト 福井南本店,OPEN,2022/4/25,福井県,918-8025,福井県,福井市,江守中7-35-1,CES,ライクスタッフィング,株式会社エディオン
8350,楽天モバイル イオンタウン鈴鹿玉垣店,OPEN,2022/5/2,三重県,513-0816,三重県,鈴鹿市,南玉垣町5520-106,PS,T-GAIA,T-GAIA
8351,ケーズデンキ 相馬店,OPEN,2022/6/1,福島県,976-0036,福島県,相馬市,馬場野字雨田180,CES,ライクスタッフィング,ケーズホールディングス
8352,ケーズデンキ 東住吉中野店,OPEN,2022/6/3,大阪府,546-0012,大阪府,大阪市,東住吉区中野1丁目15-9,CES,リクルートスタッフィング,ケーズホールディングス
8353,楽天モバイル イオンスタイル新浦安店,OPEN,2022/5/13,千葉県,279-0012,千葉県,浦安市,入船1丁目4-1,PS,CNX,コネクシオ
8354,家電住まいる館YAMADA帯広西五条店,OPEN,2022/4/29,北海道,080-0015,北海道,帯広市,西五条南38丁目1-14,CES,ライクスタッフィング,株式会社ヤマダ電機
8355,ジョーシン コープリビング甲南店,OPEN,2022/5/20,兵庫県,658-0084,兵庫県,神戸市,東灘区甲南町2丁目1-20,CES,リクルートスタッフィング,上新電機株式会社
8356,ケーズデンキ 大河原店,OPEN,2022/6/1,宮城県,989-1225,宮城県,柴田郡,大河原町字広表36-2,CES,ライクスタッフィング,ケーズホールディングス
8357,ケーズデンキ 江別店,OPEN,2022/6/1,北海道,067-0064,北海道,江別市,上江別430-3,CES,ライクスタッフィング,ケーズホールディングス
8358,ケーズデンキ 発寒店,OPEN,2022/6/1,北海道,063-0833,北海道,札幌市,西区発寒13条14丁目1078-15,CES,ライクスタッフィング,ケーズホールディングス
8359,ケーズデンキ 平岸店,OPEN,2022/6/25,北海道,062-0931,北海道,札幌市,豊平区平岸一条12丁目1-55,CES,ライクスタッフィング,ケーズホールディングス
8360,ケーズデンキ 厚別店,OPEN,2022/7/1,北海道,004-0005,北海道,札幌市,厚別区厚別東5条8丁目7-1,CES,ライクスタッフィング,ケーズホールディングス
8361,ケーズデンキ 苫小牧店,OPEN,2022/8/1,北海道,053-0052,北海道,苫小牧市,新開町4丁目1-2,CES,ライクスタッフィング,ケーズホールディングス
8362,ケーズデンキ 岩見沢店,OPEN,2022/8/1,北海道,068-0854,北海道,岩見沢市,大和四条7丁目17,CES,ライクスタッフィング,ケーズホールディングス
8363,ケーズデンキ 室蘭モルエ店,OPEN,2022/8/11,北海道,050-0075,北海道,室蘭市,中島本町1丁目1-6,CES,ライクスタッフィング,ケーズホールディングス
8364,楽天モバイル ゆめタウン久留米店,OPEN,2022/5/27,福岡県,839-0865,福岡県,久留米市,新合川1丁目2-1,DS,楽天モバイル株式会社,楽天モバイル株式会社
8365,ケーズデンキ 郡山北本店,OPEN,2022/6/30,福島県,963-0534,福島県,郡山市,日和田町南古舘21-2,CES,ライクスタッフィング,ケーズホールディングス
8366,楽天モバイル イオンモール富士宮店,OPEN,2022/5/20,静岡県,418-0032,静岡県,富士宮市,浅間町1-8,PS,CNX,コネクシオ
8367,テックランド 静岡国吉田店,OPEN,2022/5/13,静岡県,422-8004,静岡県,静岡市,駿河区国吉田1丁目1-43,CES,ライクスタッフィング,株式会社ヤマダ電機
8368,ベスト電器 岡山本店,OPEN,2022/5/13,岡山県,700-0973,岡山県,岡山市,北区下中野377-1,CES,リクルートスタッフィング,株式会社ヤマダ電機
8369,Tecc LIFE SELECT 高松春日本店,OPEN,2022/5/20,香川県,761-0101,香川県,高松市,春日町218-1,CES,リクルートスタッフィング,株式会社ヤマダ電機
8370,Tecc LIFE SELECT 清田店,OPEN,2022/6/3,北海道,004-0841,北海道,札幌市,清田区清田一条1丁目1-1,CES,ライクスタッフィング,株式会社ヤマダ電機
8371,Tecc LIFE SELECT 松本本店,OPEN,2022/6/10,長野県,390-0827,長野県,松本市,出川二丁目3-1,CES,ライクスタッフィング,株式会社ヤマダ電機
8372,エディオン 清水店,OPEN,2022/6/17,静岡県,424-0043,静岡県,静岡市,清水区永楽町14-50,CES,ライクスタッフィング,株式会社エディオン
8373,エディオン 浜松半田店,OPEN,2022/6/17,静岡県,431-3124,静岡県,浜松市,東区半田町722-2,CES,ライクスタッフィング,株式会社エディオン
8374,ケーズデンキ 北上店,OPEN,2022/6/6,岩手県,024-0072,岩手県,北上市,北鬼柳31地割70,CES,ヒト・コミュニケーションズ,ケーズホールディングス
8375,ケーズデンキ 盛岡西店,OPEN,2022/6/20,岩手県,020-0148,岩手県,盛岡市,前潟3丁目2-1,CES,ヒト・コミュニケーションズ,ケーズホールディングス
8376,コジマ×ビックカメラ 富士店,OPEN,2022/6/1,静岡県,416-0931,静岡県,富士市,蓼原54-4,CES,ウィルオブ・ワーク,株式会社ビックカメラ
8377,ケーズデンキ 大仙店,OPEN,2022/7/11,秋田県,014-0033,秋田県,大仙市,和合字坪立138,CES,ライクスタッフィング,ケーズホールディングス
8378,ケーズデンキ 静岡駿河店,OPEN,2022/6/9,静岡県,422-8027,静岡県,静岡市,駿河区豊田三丁目4-50,CES,ウィルオブ・ワーク,ケーズホールディングス
8379,エディオン 高松春日店,OPEN,2022/6/24,香川県,761-0101,香川県,高松市,春日町字川尻1028-1,CES,ライクスタッフィング,株式会社エディオン
8380,エディオン 宇品店,OPEN,2022/5/20,広島県,734-0014,広島県,広島市,南区宇品西2丁目16-51,CES,ウィルオブ・ワーク,株式会社エディオン
8381,エディオン トキハ別府店,OPEN,2022/6/10,大分県,874-0920,大分県,別府市,北浜2丁目9-1,CES,ウィルオブ・ワーク,株式会社エディオン
8382,エディオン 堺インター店,OPEN,2022/5/27,大阪府,593-8314,大阪府,堺市,西区太平寺711-1,CES,リクルートスタッフィング,株式会社エディオン
8383,エディオン ビバモール美原南インター店,OPEN,2022/5/27,大阪府,587-0002,大阪府,堺市,美原区黒山1008,CES,リクルートスタッフィング,株式会社エディオン
