update,number,area,company,line,station,code,4g,ground,between,omit,branch
,459,関東,東京メトロ,南北線,目黒〜白金台,,データ高速無制限,地下,駅間,,
,460,関東,東京メトロ,南北線,白金台,N-02,データ高速無制限,地下,駅,,
,461,関東,東京メトロ,南北線,白金台〜白金高輪,,データ高速無制限,地下,駅間,,
,462,関東,東京メトロ,南北線,白金高輪,N-03,データ高速無制限,地下,駅,,
,463,関東,東京メトロ,南北線,白金高輪〜麻布十番,,データ高速無制限,地下,駅間,,
,464,関東,東京メトロ,南北線,麻布十番,N-04,データ高速無制限,地下,駅,,
,465,関東,東京メトロ,南北線,麻布十番〜六本木一丁目,,データ高速無制限,地下,駅間,,
,466,関東,東京メトロ,南北線,六本木一丁目,N-05,データ高速無制限,地下,駅,,
,467,関東,東京メトロ,南北線,六本木一丁目〜溜池山王,,データ高速無制限,地下,駅間,,
,468,関東,東京メトロ,南北線,溜池山王,N-06,データ高速無制限,地下,駅,,
,469,関東,東京メトロ,南北線,溜池山王〜永田町,,データ高速無制限,地下,駅間,,
,470,関東,東京メトロ,南北線,永田町,N-07,データ高速無制限,地下,駅,,
,471,関東,東京メトロ,南北線,永田町〜四ツ谷,,データ高速無制限,地下,駅間,,
,472,関東,東京メトロ,南北線,四ツ谷,N-08,データ高速無制限,地下,駅,,
,473,関東,東京メトロ,南北線,四ツ谷〜市ケ谷,,データ高速無制限,地下,駅間,,
,474,関東,東京メトロ,南北線,市ケ谷,N-09,データ高速無制限,地下,駅,,
,475,関東,東京メトロ,南北線,市ケ谷〜飯田橋,,データ高速無制限,地下,駅間,,
,476,関東,東京メトロ,南北線,飯田橋,N-10,データ高速無制限,地下,駅,,
,477,関東,東京メトロ,南北線,飯田橋〜後楽園,,データ高速無制限,地下,駅間,,
,478,関東,東京メトロ,南北線,後楽園,N-11,データ高速無制限,地下,駅,,
,479,関東,東京メトロ,南北線,後楽園〜東大前,,データ高速無制限,地下,駅間,,
,480,関東,東京メトロ,南北線,東大前,N-12,データ高速無制限,地下,駅,,
,481,関東,東京メトロ,南北線,東大前〜本駒込,,データ高速無制限,地下,駅間,,
,482,関東,東京メトロ,南北線,本駒込,N-13,データ高速無制限,地下,駅,,
,483,関東,東京メトロ,南北線,本駒込〜駒込,,データ高速無制限,地下,駅間,,
,484,関東,東京メトロ,南北線,駒込,N-14,データ高速無制限,地下,駅,,
,485,関東,東京メトロ,南北線,駒込〜西ケ原,,データ高速無制限,地下,駅間,,
,486,関東,東京メトロ,南北線,西ケ原,N-15,データ高速無制限,地下,駅,,
,487,関東,東京メトロ,南北線,西ケ原〜王子,,データ高速無制限,地下,駅間,,
,488,関東,東京メトロ,南北線,王子,N-16,データ高速無制限,地下,駅,,
,489,関東,東京メトロ,南北線,王子〜王子神谷,,データ高速無制限,地下,駅間,,
,490,関東,東京メトロ,南北線,王子神谷,N-17,データ高速無制限,地下,駅,,
,491,関東,東京メトロ,南北線,王子神谷〜志茂,,データ高速無制限,地下,駅間,,
,492,関東,東京メトロ,南北線,志茂,N-18,データ高速無制限,地下,駅,,
,493,関東,東京メトロ,南北線,志茂〜赤羽岩淵,,データ高速無制限,地下,駅間,,
,494,関東,東京メトロ,南北線,赤羽岩淵,N-19,データ高速無制限,地下,駅,,
,495,関東,東京メトロ,副都心線,和光市,F-01,データ高速無制限,地上,駅,,
,496,関東,東京メトロ,副都心線,和光市〜地下鉄成増,,データ高速無制限,地下,駅間,,
,497,関東,東京メトロ,副都心線,地下鉄成増,F-02,データ高速無制限,地下,駅,,
,498,関東,東京メトロ,副都心線,地下鉄成増〜地下鉄赤塚,,データ高速無制限,地下,駅間,,
,499,関東,東京メトロ,副都心線,地下鉄赤塚,F-03,データ高速無制限,地下,駅,,
,500,関東,東京メトロ,副都心線,地下鉄赤塚〜平和台,,データ高速無制限,地下,駅間,,
,501,関東,東京メトロ,副都心線,平和台,F-04,データ高速無制限,地下,駅,,
,502,関東,東京メトロ,副都心線,平和台〜氷川台,,データ高速無制限,地下,駅間,,
,503,関東,東京メトロ,副都心線,氷川台,F-05,データ高速無制限,地下,駅,,
,504,関東,東京メトロ,副都心線,氷川台〜小竹向原,,データ高速無制限,地下,駅間,,
,505,関東,東京メトロ,副都心線,小竹向原,F-06,データ高速無制限,地下,駅,,
,506,関東,東京メトロ,副都心線,小竹向原〜千川,,データ高速無制限,地下,駅間,,
,507,関東,東京メトロ,副都心線,千川,F-07,データ高速無制限,地下,駅,,
,508,関東,東京メトロ,副都心線,千川〜要町,,データ高速無制限,地下,駅間,,
,509,関東,東京メトロ,副都心線,要町,F-08,データ高速無制限,地下,駅,,
,510,関東,東京メトロ,副都心線,要町〜池袋,,データ高速無制限,地下,駅間,,
,511,関東,東京メトロ,副都心線,池袋,F-09,データ高速無制限,地下,駅,,
,512,関東,東京メトロ,副都心線,池袋〜雑司が谷,,データ高速無制限,地下,駅間,,
,513,関東,東京メトロ,副都心線,雑司が谷,F-10,データ高速無制限,地下,駅,,
,514,関東,東京メトロ,副都心線,雑司が谷〜西早稲田,,データ高速無制限,地下,駅間,,
,515,関東,東京メトロ,副都心線,西早稲田,F-11,データ高速無制限,地下,駅,,
,516,関東,東京メトロ,副都心線,西早稲田〜東新宿,,データ高速無制限,地下,駅間,,
,517,関東,東京メトロ,副都心線,東新宿,F-12,データ高速無制限,地下,駅,,
,518,関東,東京メトロ,副都心線,東新宿〜新宿三丁目,,データ高速無制限,地下,駅間,,
,519,関東,東京メトロ,副都心線,新宿三丁目,F-13,データ高速無制限,地下,駅,,
,520,関東,東京メトロ,副都心線,新宿三丁目〜北参道,,データ高速無制限,地下,駅間,,
,521,関東,東京メトロ,副都心線,北参道,F-14,データ高速無制限,地下,駅,,
,522,関東,東京メトロ,副都心線,北参道〜明治神宮前〈原宿〉,,データ高速無制限,地下,駅間,,
,523,関東,東京メトロ,副都心線,明治神宮前〈原宿〉,F-15,データ高速無制限,地下,駅,,
,524,関東,東京メトロ,副都心線,明治神宮前〈原宿〉〜渋谷,,データ高速無制限,地下,駅間,,
,525,関東,東京メトロ,副都心線,渋谷,F-16,データ高速無制限,地下,駅,,
,526,関東,都営地下鉄,浅草線,西馬込,A-01,データ高速無制限,地下,駅,,
,527,関東,都営地下鉄,浅草線,西馬込～馬込,,データ高速無制限,地下,駅間,,
,528,関東,都営地下鉄,浅草線,馬込,A-02,データ高速無制限,地下,駅,,
,529,関東,都営地下鉄,浅草線,馬込～中延,,データ高速無制限,地下,駅間,,
,530,関東,都営地下鉄,浅草線,中延,A-03,データ高速無制限,地下,駅,,
,531,関東,都営地下鉄,浅草線,中延～戸越,,データ高速無制限,地下,駅間,,
,532,関東,都営地下鉄,浅草線,戸越,A-04,データ高速無制限,地下,駅,,
,533,関東,都営地下鉄,浅草線,戸越～五反田,,データ高速無制限,地下,駅間,,
,534,関東,都営地下鉄,浅草線,五反田,A-05,データ高速無制限,地下,駅,,
,535,関東,都営地下鉄,浅草線,五反田～高輪台,,データ高速無制限,地下,駅間,,
,536,関東,都営地下鉄,浅草線,高輪台,A-06,データ高速無制限,地下,駅,,
,537,関東,都営地下鉄,浅草線,高輪台～泉岳寺,,データ高速無制限,地下,駅間,,
,538,関東,都営地下鉄,浅草線,泉岳寺,A-07,データ高速無制限,地下,駅,,
,539,関東,都営地下鉄,浅草線,泉岳寺～三田,,データ高速無制限,地下,駅間,,
,540,関東,都営地下鉄,浅草線,三田,A-08,データ高速無制限,地下,駅,,
,541,関東,都営地下鉄,浅草線,三田～大門,,データ高速無制限,地下,駅間,,
,542,関東,都営地下鉄,浅草線,大門,A-09,データ高速無制限,地下,駅,,
,543,関東,都営地下鉄,浅草線,大門～新橋,,データ高速無制限,地下,駅間,,
,544,関東,都営地下鉄,浅草線,新橋,A-10,データ高速無制限,地下,駅,,
,545,関東,都営地下鉄,浅草線,新橋～東銀座,,データ高速無制限,地下,駅間,,
,546,関東,都営地下鉄,浅草線,東銀座,A-11,データ高速無制限,地下,駅,,
,547,関東,都営地下鉄,浅草線,東銀座～宝町,,データ高速無制限,地下,駅間,,
,548,関東,都営地下鉄,浅草線,宝町,A-12,データ高速無制限,地下,駅,,
,549,関東,都営地下鉄,浅草線,宝町～日本橋,,データ高速無制限,地下,駅間,,
,550,関東,都営地下鉄,浅草線,日本橋,A-13,データ高速無制限,地下,駅,,
,551,関東,都営地下鉄,浅草線,日本橋～人形町,,データ高速無制限,地下,駅間,,
,552,関東,都営地下鉄,浅草線,人形町,A-14,データ高速無制限,地下,駅,,
,553,関東,都営地下鉄,浅草線,人形町～東日本橋,,データ高速無制限,地下,駅間,,
,554,関東,都営地下鉄,浅草線,東日本橋,A-15,データ高速無制限,地下,駅,,
,555,関東,都営地下鉄,浅草線,東日本橋～浅草橋,,データ高速無制限,地下,駅間,,
,556,関東,都営地下鉄,浅草線,浅草橋,A-16,データ高速無制限,地下,駅,,
,557,関東,都営地下鉄,浅草線,浅草橋～蔵前,,データ高速無制限,地下,駅間,,
,558,関東,都営地下鉄,浅草線,蔵前,A-17,データ高速無制限,地下,駅,,
,559,関東,都営地下鉄,浅草線,蔵前～浅草,,データ高速無制限,地下,駅間,,
,560,関東,都営地下鉄,浅草線,浅草,A-18,データ高速無制限,地下,駅,,
,561,関東,都営地下鉄,浅草線,浅草～本所吾妻橋,,データ高速無制限,地下,駅間,,
,562,関東,都営地下鉄,浅草線,本所吾妻橋,A-19,データ高速無制限,地下,駅,,
,563,関東,都営地下鉄,浅草線,本所吾妻橋～押上,,データ高速無制限,地下,駅間,,
,564,関東,都営地下鉄,浅草線,押上,A-20,データ高速無制限,地下,駅,,
,565,関東,都営地下鉄,三田線,目黒,I-01,データ高速無制限,地下,駅,,
,566,関東,都営地下鉄,三田線,目黒～白金台,,データ高速無制限,地下,駅間,,
,567,関東,都営地下鉄,三田線,白金台,I-02,データ高速無制限,地下,駅,,
,568,関東,都営地下鉄,三田線,白金台～白金高輪,,データ高速無制限,地下,駅間,,
,569,関東,都営地下鉄,三田線,白金高輪,I-03,データ高速無制限,地下,駅,,
,570,関東,都営地下鉄,三田線,白金高輪～三田,,データ高速無制限,地下,駅間,,
,571,関東,都営地下鉄,三田線,三田,I-04,データ高速無制限,地下,駅,,
,572,関東,都営地下鉄,三田線,三田～芝公園,,データ高速無制限,地下,駅間,,
,573,関東,都営地下鉄,三田線,芝公園,I-05,データ高速無制限,地下,駅,,
,574,関東,都営地下鉄,三田線,芝公園～御成門,,データ高速無制限,地下,駅間,,
,575,関東,都営地下鉄,三田線,御成門,I-06,データ高速無制限,地下,駅,,
,576,関東,都営地下鉄,三田線,御成門～内幸町,,データ高速無制限,地下,駅間,,
,577,関東,都営地下鉄,三田線,内幸町,I-07,データ高速無制限,地下,駅,,
,578,関東,都営地下鉄,三田線,内幸町～日比谷,,データ高速無制限,地下,駅間,,
,579,関東,都営地下鉄,三田線,日比谷,I-08,データ高速無制限,地下,駅,,
,580,関東,都営地下鉄,三田線,日比谷～大手町,,データ高速無制限,地下,駅間,,
,581,関東,都営地下鉄,三田線,大手町,I-09,データ高速無制限,地下,駅,,
,582,関東,都営地下鉄,三田線,大手町～神保町,,データ高速無制限,地下,駅間,,
,583,関東,都営地下鉄,三田線,神保町,I-10,データ高速無制限,地下,駅,,
,584,関東,都営地下鉄,三田線,神保町～水道橋,,データ高速無制限,地下,駅間,,
,585,関東,都営地下鉄,三田線,水道橋,I-11,データ高速無制限,地下,駅,,
,586,関東,都営地下鉄,三田線,水道橋～春日,,データ高速無制限,地下,駅間,,
,587,関東,都営地下鉄,三田線,春日,I-12,データ高速無制限,地下,駅,,
,588,関東,都営地下鉄,三田線,春日～白山,,データ高速無制限,地下,駅間,,
,589,関東,都営地下鉄,三田線,白山,I-13,データ高速無制限,地下,駅,,
,590,関東,都営地下鉄,三田線,白山～千石,,データ高速無制限,地下,駅間,,
,591,関東,都営地下鉄,三田線,千石,I-14,データ高速無制限,地下,駅,,
,592,関東,都営地下鉄,三田線,千石～巣鴨,,データ高速無制限,地下,駅間,,
,593,関東,都営地下鉄,三田線,巣鴨,I-15,データ高速無制限,地下,駅,,
,594,関東,都営地下鉄,三田線,巣鴨～西巣鴨,,データ高速無制限,地下,駅間,,
,595,関東,都営地下鉄,三田線,西巣鴨,I-16,データ高速無制限,地下,駅,,
,596,関東,都営地下鉄,三田線,西巣鴨～新板橋,,データ高速無制限,地下,駅間,,
,597,関東,都営地下鉄,三田線,新板橋,I-17,データ高速無制限,地下,駅,,
,598,関東,都営地下鉄,三田線,新板橋～板橋区役所前,,データ高速無制限,地下,駅間,,
,599,関東,都営地下鉄,三田線,板橋区役所前,I-18,データ高速無制限,地下,駅,,
,600,関東,都営地下鉄,三田線,板橋区役所前～板橋本町,,データ高速無制限,地下,駅間,,
,601,関東,都営地下鉄,三田線,板橋本町,I-19,データ高速無制限,地下,駅,,
,602,関東,都営地下鉄,三田線,板橋本町～本蓮沼,,データ高速無制限,地下,駅間,,
,603,関東,都営地下鉄,三田線,本蓮沼,I-20,データ高速無制限,地下,駅,,
,604,関東,都営地下鉄,三田線,本蓮沼～志村坂上,,データ高速無制限,地下,駅間,,
,605,関東,都営地下鉄,三田線,志村坂上,I-21,データ高速無制限,地下,駅,,
,606,関東,都営地下鉄,三田線,志村坂上～志村三丁目,,データ高速無制限,地下,駅間,,
,607,関東,都営地下鉄,三田線,志村三丁目,I-22,データ高速無制限,地上,駅,,
,608,関東,都営地下鉄,三田線,志村三丁目～蓮根,,データ高速無制限,地上,駅間,,
,609,関東,都営地下鉄,三田線,蓮根,I-23,データ高速無制限,地上,駅,,
,610,関東,都営地下鉄,三田線,蓮根～西台,,データ高速無制限,地上,駅間,,
,611,関東,都営地下鉄,三田線,西台,I-24,データ高速無制限,地上,駅,,
,612,関東,都営地下鉄,三田線,西台～高島平,,データ高速無制限,地上,駅間,,
,613,関東,都営地下鉄,三田線,高島平,I-25,データ高速無制限,地上,駅,,
,614,関東,都営地下鉄,三田線,高島平～新高島平,,データ高速無制限,地上,駅間,,
,615,関東,都営地下鉄,三田線,新高島平,I-26,データ高速無制限,地上,駅,,
,616,関東,都営地下鉄,三田線,新高島平～西高島平,,データ高速無制限,地上,駅間,,
,617,関東,都営地下鉄,三田線,西高島平,I-27,データ高速無制限,地上,駅,,
,618,関東,都営地下鉄,新宿線,新宿,S-01,データ高速無制限,地下,駅,,
,619,関東,都営地下鉄,新宿線,新宿～新宿三丁目,,データ高速無制限,地下,駅間,,
,620,関東,都営地下鉄,新宿線,新宿三丁目,S-02,データ高速無制限,地下,駅,,
,621,関東,都営地下鉄,新宿線,新宿三丁目～曙橋,,データ高速無制限,地下,駅間,,
,622,関東,都営地下鉄,新宿線,曙橋,S-03,データ高速無制限,地下,駅,,
,623,関東,都営地下鉄,新宿線,曙橋～市ヶ谷,,データ高速無制限,地下,駅間,,
,624,関東,都営地下鉄,新宿線,市ヶ谷,S-04,データ高速無制限,地下,駅,,
,625,関東,都営地下鉄,新宿線,市ヶ谷～九段下,,データ高速無制限,地下,駅間,,
,626,関東,都営地下鉄,新宿線,九段下,S-05,データ高速無制限,地下,駅,,
,627,関東,都営地下鉄,新宿線,九段下～神保町,,データ高速無制限,地下,駅間,,
,628,関東,都営地下鉄,新宿線,神保町,S-06,データ高速無制限,地下,駅,,
,629,関東,都営地下鉄,新宿線,神保町～小川町,,データ高速無制限,地下,駅間,,
,630,関東,都営地下鉄,新宿線,小川町,S-07,データ高速無制限,地下,駅,,
,631,関東,都営地下鉄,新宿線,小川町～岩本町,,データ高速無制限,地下,駅間,,
,632,関東,都営地下鉄,新宿線,岩本町,S-08,データ高速無制限,地下,駅,,
,633,関東,都営地下鉄,新宿線,岩本町～馬喰横山,,データ高速無制限,地下,駅間,,
,634,関東,都営地下鉄,新宿線,馬喰横山,S-09,データ高速無制限,地下,駅,,
,635,関東,都営地下鉄,新宿線,馬喰横山～浜町,,データ高速無制限,地下,駅間,,
,636,関東,都営地下鉄,新宿線,浜町,S-10,データ高速無制限,地下,駅,,
,637,関東,都営地下鉄,新宿線,浜町～森下,,データ高速無制限,地下,駅間,,
,638,関東,都営地下鉄,新宿線,森下,S-11,データ高速無制限,地下,駅,,
,639,関東,都営地下鉄,新宿線,森下～菊川,,データ高速無制限,地下,駅間,,
,640,関東,都営地下鉄,新宿線,菊川,S-12,データ高速無制限,地下,駅,,
,641,関東,都営地下鉄,新宿線,菊川～住吉,,データ高速無制限,地下,駅間,,
,642,関東,都営地下鉄,新宿線,住吉,S-13,データ高速無制限,地下,駅,,
,643,関東,都営地下鉄,新宿線,住吉～西大島,,データ高速無制限,地下,駅間,,
,644,関東,都営地下鉄,新宿線,西大島,S-14,データ高速無制限,地下,駅,,
,645,関東,都営地下鉄,新宿線,西大島～大島,,データ高速無制限,地下,駅間,,
,646,関東,都営地下鉄,新宿線,大島,S-15,データ高速無制限,地下,駅,,
,647,関東,都営地下鉄,新宿線,大島～東大島,,データ高速無制限,地下,駅間,,
,648,関東,都営地下鉄,新宿線,東大島,S-16,データ高速無制限,地上,駅,,
,649,関東,都営地下鉄,新宿線,東大島～船堀,,データ高速無制限,地上,駅間,,
,650,関東,都営地下鉄,新宿線,船堀,S-17,データ高速無制限,地上,駅,,
,651,関東,都営地下鉄,新宿線,船堀～一之江,,データ高速無制限,地下,駅間,,
,652,関東,都営地下鉄,新宿線,一之江,S-18,データ高速無制限,地下,駅,,
,653,関東,都営地下鉄,新宿線,一之江～瑞江,,データ高速無制限,地下,駅間,,
,654,関東,都営地下鉄,新宿線,瑞江,S-19,データ高速無制限,地下,駅,,
,655,関東,都営地下鉄,新宿線,瑞江～篠崎,,データ高速無制限,地下,駅間,,
,656,関東,都営地下鉄,新宿線,篠崎,S-20,データ高速無制限,地下,駅,,
,657,関東,都営地下鉄,新宿線,篠崎～本八幡,,データ高速無制限,地下,駅間,,
,658,関東,都営地下鉄,新宿線,本八幡,S-21,データ高速無制限,地下,駅,,
,659,関東,都営地下鉄,大江戸線,都庁前,E-28,データ高速無制限,地下,駅,,
,660,関東,都営地下鉄,大江戸線,都庁前～新宿西口,,データ高速無制限,地下,駅間,,
,661,関東,都営地下鉄,大江戸線,新宿西口,E-01,データ高速無制限,地下,駅,,
,662,関東,都営地下鉄,大江戸線,新宿西口～東新宿,,データ高速無制限,地下,駅間,,
,663,関東,都営地下鉄,大江戸線,東新宿,E-02,データ高速無制限,地下,駅,,
,664,関東,都営地下鉄,大江戸線,東新宿～若松河田,,データ高速無制限,地下,駅間,,
,665,関東,都営地下鉄,大江戸線,若松河田,E-03,データ高速無制限,地下,駅,,
,666,関東,都営地下鉄,大江戸線,若松河田～牛込柳町,,データ高速無制限,地下,駅間,,
,667,関東,都営地下鉄,大江戸線,牛込柳町,E-04,データ高速無制限,地下,駅,,
,668,関東,都営地下鉄,大江戸線,牛込柳町～牛込神楽坂,,データ高速無制限,地下,駅間,,
,669,関東,都営地下鉄,大江戸線,牛込神楽坂,E-05,データ高速無制限,地下,駅,,
,670,関東,都営地下鉄,大江戸線,牛込神楽坂～飯田橋,,データ高速無制限,地下,駅間,,
,671,関東,都営地下鉄,大江戸線,飯田橋,E-06,データ高速無制限,地下,駅,,
,672,関東,都営地下鉄,大江戸線,飯田橋～春日,,データ高速無制限,地下,駅間,,
,673,関東,都営地下鉄,大江戸線,春日,E-07,データ高速無制限,地下,駅,,
,674,関東,都営地下鉄,大江戸線,春日～本郷三丁目,,データ高速無制限,地下,駅間,,
,675,関東,都営地下鉄,大江戸線,本郷三丁目,E-08,データ高速無制限,地下,駅,,
,676,関東,都営地下鉄,大江戸線,本郷三丁目～上野御徒町,,データ高速無制限,地下,駅間,,
,677,関東,都営地下鉄,大江戸線,上野御徒町,E-09,データ高速無制限,地下,駅,,
,678,関東,都営地下鉄,大江戸線,上野御徒町～新御徒町,,データ高速無制限,地下,駅間,,
,679,関東,都営地下鉄,大江戸線,新御徒町,E-10,データ高速無制限,地下,駅,,
,680,関東,都営地下鉄,大江戸線,新御徒町～蔵前,,データ高速無制限,地下,駅間,,
,681,関東,都営地下鉄,大江戸線,蔵前,E-11,データ高速無制限,地下,駅,,
,682,関東,都営地下鉄,大江戸線,蔵前～両国,,データ高速無制限,地下,駅間,,
,683,関東,都営地下鉄,大江戸線,両国,E-12,データ高速無制限,地下,駅,,
,684,関東,都営地下鉄,大江戸線,両国～森下,,データ高速無制限,地下,駅間,,
,685,関東,都営地下鉄,大江戸線,森下,E-13,データ高速無制限,地下,駅,,
,686,関東,都営地下鉄,大江戸線,森下～清澄白河,,データ高速無制限,地下,駅間,,
,687,関東,都営地下鉄,大江戸線,清澄白河,E-14,データ高速無制限,地下,駅,,
,688,関東,都営地下鉄,大江戸線,清澄白河～門前仲町,,データ高速無制限,地下,駅間,,
,689,関東,都営地下鉄,大江戸線,門前仲町,E-15,データ高速無制限,地下,駅,,
,690,関東,都営地下鉄,大江戸線,門前仲町～月島,,データ高速無制限,地下,駅間,,
,691,関東,都営地下鉄,大江戸線,月島,E-16,データ高速無制限,地下,駅,,
,692,関東,都営地下鉄,大江戸線,月島～勝どき,,データ高速無制限,地下,駅間,,
,693,関東,都営地下鉄,大江戸線,勝どき,E-17,データ高速無制限,地下,駅,,
,694,関東,都営地下鉄,大江戸線,勝どき～築地市場,,データ高速無制限,地下,駅間,,
,695,関東,都営地下鉄,大江戸線,築地市場,E-18,データ高速無制限,地下,駅,,
,696,関東,都営地下鉄,大江戸線,築地市場～汐留,,データ高速無制限,地下,駅間,,
,697,関東,都営地下鉄,大江戸線,汐留,E-19,データ高速無制限,地下,駅,,
,698,関東,都営地下鉄,大江戸線,汐留～大門,,データ高速無制限,地下,駅間,,
,699,関東,都営地下鉄,大江戸線,大門,E-20,データ高速無制限,地下,駅,,
,700,関東,都営地下鉄,大江戸線,大門～赤羽橋,,データ高速無制限,地下,駅間,,
,701,関東,都営地下鉄,大江戸線,赤羽橋,E-21,データ高速無制限,地下,駅,,
,702,関東,都営地下鉄,大江戸線,赤羽橋～麻布十番,,データ高速無制限,地下,駅間,,
,703,関東,都営地下鉄,大江戸線,麻布十番,E-22,データ高速無制限,地下,駅,,
,704,関東,都営地下鉄,大江戸線,麻布十番～六本木,,データ高速無制限,地下,駅間,,
,705,関東,都営地下鉄,大江戸線,六本木,E-23,データ高速無制限,地下,駅,,
,706,関東,都営地下鉄,大江戸線,六本木～青山一丁目,,データ高速無制限,地下,駅間,,
,707,関東,都営地下鉄,大江戸線,青山一丁目,E-24,データ高速無制限,地下,駅,,
,708,関東,都営地下鉄,大江戸線,青山一丁目～国立競技場,,データ高速無制限,地下,駅間,,
,709,関東,都営地下鉄,大江戸線,国立競技場,E-25,データ高速無制限,地下,駅,,
,710,関東,都営地下鉄,大江戸線,国立競技場～代々木,,データ高速無制限,地下,駅間,,
,711,関東,都営地下鉄,大江戸線,代々木,E-26,データ高速無制限,地下,駅,,
,712,関東,都営地下鉄,大江戸線,代々木～新宿,,データ高速無制限,地下,駅間,,
,713,関東,都営地下鉄,大江戸線,新宿,E-27,データ高速無制限,地下,駅,,
,714,関東,都営地下鉄,大江戸線,新宿～都庁前,,データ高速無制限,地下,駅間,,
,715,関東,都営地下鉄,大江戸線,都庁前,E-28,データ高速無制限,地下,駅,,
,716,関東,都営地下鉄,大江戸線,都庁前～新宿五丁目,,データ高速無制限,地下,駅間,,
,717,関東,都営地下鉄,大江戸線,新宿五丁目,E-29,データ高速無制限,地下,駅,,
,718,関東,都営地下鉄,大江戸線,新宿五丁目～中野坂上,,データ高速無制限,地下,駅間,,
,719,関東,都営地下鉄,大江戸線,中野坂上,E-30,データ高速無制限,地下,駅,,
,720,関東,都営地下鉄,大江戸線,中野坂上～東中野,,データ高速無制限,地下,駅間,,
,721,関東,都営地下鉄,大江戸線,東中野,E-31,データ高速無制限,地下,駅,,
,722,関東,都営地下鉄,大江戸線,東中野～中井,,データ高速無制限,地下,駅間,,
,723,関東,都営地下鉄,大江戸線,中井,E-32,データ高速無制限,地下,駅,,
,724,関東,都営地下鉄,大江戸線,中井～落合南長崎,,データ高速無制限,地下,駅間,,
,725,関東,都営地下鉄,大江戸線,落合南長崎,E-33,データ高速無制限,地下,駅,,
,726,関東,都営地下鉄,大江戸線,落合南長崎～新江古田,,データ高速無制限,地下,駅間,,
,727,関東,都営地下鉄,大江戸線,新江古田,E-34,データ高速無制限,地下,駅,,
,728,関東,都営地下鉄,大江戸線,新江古田～練馬,,データ高速無制限,地下,駅間,,
,729,関東,都営地下鉄,大江戸線,練馬,E-35,データ高速無制限,地下,駅,,
,730,関東,都営地下鉄,大江戸線,練馬～豊島園,,データ高速無制限,地下,駅間,,
,731,関東,都営地下鉄,大江戸線,豊島園,E-36,データ高速無制限,地下,駅,,
,732,関東,都営地下鉄,大江戸線,豊島園～練馬春日町,,データ高速無制限,地下,駅間,,
,733,関東,都営地下鉄,大江戸線,練馬春日町,E-37,データ高速無制限,地下,駅,,
,734,関東,都営地下鉄,大江戸線,練馬春日町～光が丘,,データ高速無制限,地下,駅間,,
,735,関東,都営地下鉄,大江戸線,光が丘,E-38,データ高速無制限,地下,駅,,
,736,関東,横浜市営地下鉄,ブルーライン,湘南台,B01,データ高速無制限,地下,駅,,
,737,関東,横浜市営地下鉄,ブルーライン,湘南台～下飯田,,データ高速無制限,地下,駅間,,
,738,関東,横浜市営地下鉄,ブルーライン,下飯田,B02,データ高速無制限,地下,駅,,
,739,関東,横浜市営地下鉄,ブルーライン,下飯田～立場,,データ高速無制限,地下,駅間,,
,740,関東,横浜市営地下鉄,ブルーライン,立場,B03,データ高速無制限,地下,駅,,
,741,関東,横浜市営地下鉄,ブルーライン,立場～中田,,データ高速無制限,地下,駅間,,
,742,関東,横浜市営地下鉄,ブルーライン,中田,B04,データ高速無制限,地下,駅,,
,743,関東,横浜市営地下鉄,ブルーライン,中田～踊場,,データ高速無制限,地下,駅間,,
,744,関東,横浜市営地下鉄,ブルーライン,踊場,B05,データ高速無制限,地下,駅,,
,745,関東,横浜市営地下鉄,ブルーライン,踊場～戸塚,,データ高速無制限,地下,駅間,,
,746,関東,横浜市営地下鉄,ブルーライン,戸塚,B06,データ高速無制限,地下,駅,,
,747,関東,横浜市営地下鉄,ブルーライン,戸塚～舞岡,,データ高速無制限,地下,駅間,,
,748,関東,横浜市営地下鉄,ブルーライン,舞岡,B07,データ高速無制限,地下,駅,,
,749,関東,横浜市営地下鉄,ブルーライン,舞岡～下永谷,,データ高速無制限,地下,駅間,,
,750,関東,横浜市営地下鉄,ブルーライン,下永谷,B08,データ高速無制限,地下,駅,,
,751,関東,横浜市営地下鉄,ブルーライン,下永谷～上永谷,,データ高速無制限,地下,駅間,,
,752,関東,横浜市営地下鉄,ブルーライン,上永谷,B09,データ高速無制限,地上,駅,,
,753,関東,横浜市営地下鉄,ブルーライン,上永谷～港南中央,,データ高速無制限,地下,駅間,,
,754,関東,横浜市営地下鉄,ブルーライン,港南中央,B10,データ高速無制限,地下,駅,,
,755,関東,横浜市営地下鉄,ブルーライン,港南中央～上大岡,,データ高速無制限,地下,駅間,,
,756,関東,横浜市営地下鉄,ブルーライン,上大岡,B11,データ高速無制限,地下,駅,,
,757,関東,横浜市営地下鉄,ブルーライン,上大岡～弘明寺,,データ高速無制限,地下,駅間,,
,758,関東,横浜市営地下鉄,ブルーライン,弘明寺,B12,データ高速無制限,地下,駅,,
,759,関東,横浜市営地下鉄,ブルーライン,弘明寺～蒔田,,データ高速無制限,地下,駅間,,
,760,関東,横浜市営地下鉄,ブルーライン,蒔田,B13,データ高速無制限,地下,駅,,
,761,関東,横浜市営地下鉄,ブルーライン,蒔田～吉野町,,データ高速無制限,地下,駅間,,
,762,関東,横浜市営地下鉄,ブルーライン,吉野町,B14,データ高速無制限,地下,駅,,
