update,number,area,company,line,station,code,4g,ground,between,omit,branch
,763,関東,横浜市営地下鉄,ブルーライン,吉野町～阪東橋,,データ高速無制限,地下,駅間,,
,764,関東,横浜市営地下鉄,ブルーライン,阪東橋,B15,データ高速無制限,地下,駅,,
,765,関東,横浜市営地下鉄,ブルーライン,阪東橋～伊勢佐木長者町,,データ高速無制限,地下,駅間,,
,766,関東,横浜市営地下鉄,ブルーライン,伊勢佐木長者町,B16,データ高速無制限,地下,駅,,
,767,関東,横浜市営地下鉄,ブルーライン,伊勢佐木長者町～関内,,データ高速無制限,地下,駅間,,
,768,関東,横浜市営地下鉄,ブルーライン,関内,B17,データ高速無制限,地下,駅,,
,769,関東,横浜市営地下鉄,ブルーライン,関内～桜木町,,データ高速無制限,地下,駅間,,
,770,関東,横浜市営地下鉄,ブルーライン,桜木町,B18,データ高速無制限,地下,駅,,
,771,関東,横浜市営地下鉄,ブルーライン,桜木町～高島町,,データ高速無制限,地下,駅間,,
,772,関東,横浜市営地下鉄,ブルーライン,高島町,B19,データ高速無制限,地下,駅,,
,773,関東,横浜市営地下鉄,ブルーライン,高島町～横浜,,データ高速無制限,地下,駅間,,
,774,関東,横浜市営地下鉄,ブルーライン,横浜,B20,データ高速無制限,地下,駅,,
,775,関東,横浜市営地下鉄,ブルーライン,横浜～三ツ沢下町,,データ高速無制限,地下,駅間,,
,776,関東,横浜市営地下鉄,ブルーライン,三ツ沢下町,B21,データ高速無制限,地下,駅,,
,777,関東,横浜市営地下鉄,ブルーライン,三ツ沢下町～三ツ沢上町,,データ高速無制限,地下,駅間,,
,778,関東,横浜市営地下鉄,ブルーライン,三ツ沢上町,B22,データ高速無制限,地下,駅,,
,779,関東,横浜市営地下鉄,ブルーライン,三ツ沢上町～片倉町,,データ高速無制限,地下,駅間,,
,780,関東,横浜市営地下鉄,ブルーライン,片倉町,B23,データ高速無制限,地下,駅,,
,781,関東,横浜市営地下鉄,ブルーライン,片倉町～岸根公園,,データ高速無制限,地下,駅間,,
,782,関東,横浜市営地下鉄,ブルーライン,岸根公園,B24,データ高速無制限,地下,駅,,
,783,関東,横浜市営地下鉄,ブルーライン,岸根公園～新横浜,,データ高速無制限,地下,駅間,,
,784,関東,横浜市営地下鉄,ブルーライン,新横浜,B25,データ高速無制限,地下,駅,,
,785,関東,横浜市営地下鉄,ブルーライン,新横浜～北新横浜,,データ高速無制限,地下,駅間,,
,786,関東,横浜市営地下鉄,ブルーライン,北新横浜,B26,データ高速無制限,地下,駅,,
,787,関東,横浜市営地下鉄,ブルーライン,北新横浜～新羽,,データ高速無制限,地下,駅間,,
,788,関東,横浜市営地下鉄,ブルーライン,新羽,B27,データ高速無制限,地上,駅,,
,789,関東,横浜市営地下鉄,ブルーライン,新羽～仲町台,,データ高速無制限,地下,駅間,,
,790,関東,横浜市営地下鉄,ブルーライン,仲町台,B28,データ高速無制限,地上,駅,,
,791,関東,横浜市営地下鉄,ブルーライン,仲町台～センター南,,データ高速無制限,地下,駅間,,
,792,関東,横浜市営地下鉄,ブルーライン,センター南,B29,データ高速無制限,地上,駅,,
,793,関東,横浜市営地下鉄,ブルーライン,センター南～センター北,,データ高速無制限,地上,駅間,,
,794,関東,横浜市営地下鉄,ブルーライン,センター北,B30 ,データ高速無制限,地上,駅,,
,795,関東,横浜市営地下鉄,ブルーライン,センター北～中川,,データ高速無制限,地下,駅間,,
,796,関東,横浜市営地下鉄,ブルーライン,中川,B31,データ高速無制限,地下,駅,,
,797,関東,横浜市営地下鉄,ブルーライン,中川～あざみ野,,データ高速無制限,地下,駅間,,
,798,関東,横浜市営地下鉄,ブルーライン,あざみ野,B32,データ高速無制限,地下,駅,,
,799,関東,横浜市営地下鉄,グリーンライン,中山,G01,データ高速無制限,地下,駅,,
,800,関東,横浜市営地下鉄,グリーンライン,中山～川和町,,データ高速無制限,地下,駅間,,
,801,関東,横浜市営地下鉄,グリーンライン,川和町,G02,データ高速無制限,地上,駅,,
,802,関東,横浜市営地下鉄,グリーンライン,川和町～都筑ふれあいの丘,,データ高速無制限,地下,駅間,,
,803,関東,横浜市営地下鉄,グリーンライン,都筑ふれあいの丘,G03,データ高速無制限,地下,駅,,
,804,関東,横浜市営地下鉄,グリーンライン,都筑ふれあいの丘～センター南,,データ高速無制限,地下,駅間,,
,805,関東,横浜市営地下鉄,グリーンライン,センター南,G04,データ高速無制限,地上,駅,,
,806,関東,横浜市営地下鉄,グリーンライン,センター南～センター北,,データ高速無制限,地上,駅間,,
,807,関東,横浜市営地下鉄,グリーンライン,センター北,G05,データ高速無制限,地上,駅,,
,808,関東,横浜市営地下鉄,グリーンライン,センター北～北山田,,データ高速無制限,地下,駅間,,
,809,関東,横浜市営地下鉄,グリーンライン,北山田,G06,データ高速無制限,地下,駅,,
,810,関東,横浜市営地下鉄,グリーンライン,北山田～東山田,,データ高速無制限,地下,駅間,,
,811,関東,横浜市営地下鉄,グリーンライン,東山田,G07,データ高速無制限,地下,駅,,
,812,関東,横浜市営地下鉄,グリーンライン,東山田～高田,,データ高速無制限,地下,駅間,,
,813,関東,横浜市営地下鉄,グリーンライン,高田,G08,データ高速無制限,地下,駅,,
,814,関東,横浜市営地下鉄,グリーンライン,高田～日吉本町,,データ高速無制限,地下,駅間,,
,815,関東,横浜市営地下鉄,グリーンライン,日吉本町,G09,データ高速無制限,地下,駅,,
,816,関東,横浜市営地下鉄,グリーンライン,日吉本町～日吉,,データ高速無制限,地下,駅間,,
,817,関東,横浜市営地下鉄,グリーンライン,日吉,G10,データ高速無制限,地下,駅,,
,818,関東,JR東日本,横須賀線・総武快速線,品川,JO17,データ高速無制限,地上,駅,,
,819,関東,JR東日本,横須賀線・総武快速線,品川～新橋,,データ高速無制限,地下,駅間,,
,820,関東,JR東日本,横須賀線・総武快速線,新橋,JO18,データ高速無制限,地下,駅,,
,821,関東,JR東日本,横須賀線・総武快速線,新橋～東京,,データ高速無制限,地下,駅間,,
,822,関東,JR東日本,横須賀線・総武快速線,東京,JO19,データ高速無制限,地下,駅,,
,823,関東,JR東日本,横須賀線・総武快速線,東京～新日本橋,,データ高速無制限,地下,駅間,,
,824,関東,JR東日本,横須賀線・総武快速線,新日本橋,JO20,データ高速無制限,地下,駅,,
,825,関東,JR東日本,横須賀線・総武快速線,新日本橋～馬喰町,,データ高速無制限,地下,駅間,,
,826,関東,JR東日本,横須賀線・総武快速線,馬喰町,JO21,データ高速無制限,地下,駅,,
,827,関東,JR東日本,横須賀線・総武快速線,馬喰町～錦糸町,,データ高速無制限,地下,駅間,,
,828,関東,JR東日本,横須賀線・総武快速線,錦糸町,JO22,データ高速無制限,地上,駅,,
,829,関東,JR東日本,京葉線,東京,JE01,データ高速無制限,地下,駅,,
,830,関東,JR東日本,京葉線,東京～八丁堀,,データ高速無制限,地下,駅間,,
,831,関東,JR東日本,京葉線,八丁堀,JE02,データ高速無制限,地下,駅,,
,832,関東,JR東日本,京葉線,八丁堀～越中島,,データ高速無制限,地下,駅間,,
,833,関東,JR東日本,京葉線,越中島,JE03,データ高速無制限,地下,駅,,
,834,関東,JR東日本,京葉線,越中島～潮見,,データ高速無制限,地下,駅間,,
,835,関東,JR東日本,京葉線,潮見,JE04,データ高速無制限,地上,駅,,
,836,関東,JR東日本,武蔵野線,新秋津,JM31,データ高速無制限,地上,駅,,
,837,関東,JR東日本,武蔵野線,新秋津～新小平,,データ高速無制限,地下,駅間,,
,838,関東,JR東日本,武蔵野線,新小平,JM32,データ高速無制限,地上,駅,,
,839,関東,JR東日本,武蔵野線,新小平～西国分寺,,データ高速無制限,地下,駅間,,
,840,関東,JR東日本,武蔵野線,西国分寺,JM33,データ高速無制限,地上,駅,,
,841,関東,JR東日本,武蔵野線,西国分寺～北府中,,データ高速無制限,地上,駅間,,
,842,関東,JR東日本,武蔵野線,北府中,JM34,データ高速無制限,地上,駅,,
,843,関東,JR東日本,武蔵野線,北府中～府中本町,,,地下,駅間,,
,844,関東,JR東日本,武蔵野線,府中本町,JM35,データ高速無制限,地上,駅,,
,845,関東,JR東日本,成田線,成田,JO35,データ高速無制限,地上,駅,,
,846,関東,JR東日本,成田線,成田～空港第２ビル,,データ高速無制限,地下,駅間,,
,847,関東,JR東日本,成田線,空港第２ビル,JO36,データ高速無制限,地下,駅,,
,848,関東,JR東日本,成田線,空港第２ビル～成田空港,,データ高速無制限,地下,駅間,,
,849,関東,JR東日本,成田線,成田空港,JO37,データ高速無制限,地下,駅,,
,850,関東,東京モノレール,,昭和島,MO05,データ高速無制限,地上,駅,,
,851,関東,東京モノレール,,昭和島～整備場,,データ高速無制限,地下,駅間,,
,852,関東,東京モノレール,,整備場,MO06,データ高速無制限,地上,駅,,
,853,関東,東京モノレール,,整備場～天空橋,,データ高速無制限,地下,駅間,,
,854,関東,東京モノレール,,天空橋,MO07,データ高速無制限,地下,駅,,
,855,関東,東京モノレール,,天空橋～羽田空港第３ターミナル,,データ高速無制限,地下,駅間,,
,856,関東,東京モノレール,,羽田空港第３ターミナル,MO08,データ高速無制限,地上,駅,,
,857,関東,東京モノレール,,羽田空港第３ターミナル～新整備場,,データ高速無制限,地下,駅間,,
,858,関東,東京モノレール,,新整備場,MO09,データ高速無制限,地下,駅,,
,859,関東,東京モノレール,,新整備場～羽田空港第１ターミナル,,データ高速無制限,地下,駅間,,
,860,関東,東京モノレール,,羽田空港第１ターミナル,MO10,データ高速無制限,地下,駅,,
,861,関東,東京モノレール,,羽田空港第１ターミナル～羽田空港第２ターミナル,,データ高速無制限,地下,駅間,,
,862,関東,東京モノレール,,羽田空港第２ターミナル,MO11,データ高速無制限,地下,駅,,
,863,関東,小田急電鉄,小田原線,新宿,OH01,データ高速無制限,地下,駅,,
,864,関東,小田急電鉄,小田原線,新宿～南新宿,,データ高速無制限,地上,駅間,,
,865,関東,小田急電鉄,小田原線,南新宿,OH02,データ高速無制限,地上,駅,omit-1,
,866,関東,小田急電鉄,小田原線,代々木上原,OH05,データ高速無制限,地上,駅,omit-1,
,867,関東,小田急電鉄,小田原線,代々木上原～東北沢,,データ高速無制限,地下,駅間,,
,868,関東,小田急電鉄,小田原線,東北沢,OH06,データ高速無制限,地下,駅,,
,869,関東,小田急電鉄,小田原線,東北沢～下北沢,,データ高速無制限,地下,駅間,,
,870,関東,小田急電鉄,小田原線,下北沢,OH07,データ高速無制限,地下,駅,,
,871,関東,小田急電鉄,小田原線,下北沢～世田谷代田,,データ高速無制限,地下,駅間,,
,872,関東,小田急電鉄,小田原線,世田谷代田,OH08,データ高速無制限,地下,駅,,
,873,関東,小田急電鉄,小田原線,世田谷代田～梅ヶ丘,,データ高速無制限,地下,駅間,,
,874,関東,小田急電鉄,小田原線,梅ヶ丘,OH09,データ高速無制限,地上,駅,omit-2,
,875,関東,小田急電鉄,小田原線,祖師ヶ谷大蔵,OH13,データ高速無制限,地上,駅,omit-2,
,876,関東,小田急電鉄,小田原線,祖師ヶ谷大蔵～成城学園前,,データ高速無制限,地下,駅間,,
,877,関東,小田急電鉄,小田原線,成城学園前,OH14,データ高速無制限,地下,駅,,
,878,関東,小田急電鉄,小田原線,成城学園前～喜多見,,データ高速無制限,地下,駅間,,
,879,関東,小田急電鉄,小田原線,喜多見,OH15,データ高速無制限,地上,駅,,
,880,関東,京王電鉄,京王新線,新宿,KO01,データ高速無制限,地下,駅,,
,881,関東,京王電鉄,京王新線,新宿～初台,,データ高速無制限,地下,駅間,,
,882,関東,京王電鉄,京王新線,初台,KO02,データ高速無制限,地下,駅,,
,883,関東,京王電鉄,京王新線,初台～幡ヶ谷,,データ高速無制限,地下,駅間,,
,884,関東,京王電鉄,京王新線,幡ヶ谷,KO03,データ高速無制限,地下,駅,,
,885,関東,京王電鉄,京王新線,幡ヶ谷～笹塚,,データ高速無制限,地下,駅間,,
,886,関東,京王電鉄,京王新線,笹塚,KO04,データ高速無制限,地上,駅,,
,887,関東,京王電鉄,京王線,新宿,KO01,データ高速無制限,地下,駅,,
,888,関東,京王電鉄,京王線,新宿～笹塚,,データ高速無制限,地下,駅間,,
,889,関東,京王電鉄,京王線,笹塚,KO04,データ高速無制限,地上,駅,omit-1,
,890,関東,京王電鉄,京王線,柴崎,KO15,データ高速無制限,地上,駅,omit-1,
,891,関東,京王電鉄,京王線,柴崎～国領,,データ高速無制限,地下,駅間,,
,892,関東,京王電鉄,京王線,国領,KO16,データ高速無制限,地下,駅,,
,893,関東,京王電鉄,京王線,国領～布田,,データ高速無制限,地下,駅間,,
,894,関東,京王電鉄,京王線,布田,KO17,データ高速無制限,地下,駅,,
,895,関東,京王電鉄,京王線,布田～調布,,データ高速無制限,地下,駅間,,
,896,関東,京王電鉄,京王線,調布,KO18,データ高速無制限,地下,駅,,
,897,関東,京王電鉄,京王線,調布～西調布,,データ高速無制限,地下,駅間,,
,898,関東,京王電鉄,京王線,西調布,KO19,データ高速無制限,地上,駅,omit-2,
,899,関東,京王電鉄,京王線,北野,KO33,データ高速無制限,地上,駅,omit-2,
,900,関東,京王電鉄,京王線,北野～京王八王子,,データ高速無制限,地下,駅間,,
,901,関東,京王電鉄,京王線,京王八王子,KO34,データ高速無制限,地下,駅,,
,902,関東,京王電鉄,京王井の頭線,渋谷,IN01,データ高速無制限,地上,駅,,
,903,関東,京王電鉄,京王井の頭線,渋谷～神泉,,データ高速無制限,地下,駅間,,
