Shop ID,カテゴリ,取り扱い開始日,店舗名,一次代理店名,来店予約の公開有無,来店予約トップURL,店舗一覧ページ_掲出タイミング,店舗一覧ページ_来店予約リンクボタン中の文言,取り扱い状況,店舗一覧ページ_注釈の文言
2681,PS,2021/4/30,楽天モバイル 新宿サブナード店,株式会社ティーガイア,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=205&event_id=303,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
2701,PS,2021/4/30,楽天モバイル 千葉そごう店,ITX株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=204&event_id=301,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
2731,PS,2021/4/30,楽天モバイル イオンモール常滑店,コネクシオ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=202&event_id=297,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
2751,PS,2021/4/30,楽天モバイル 蒲田店,株式会社ディ・ポップス,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=201&event_id=295,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
2771,PS,2021/4/30,楽天モバイル 大宮マルイ店,ITX株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=203&event_id=299,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
2781,PS,2021/4/30,楽天モバイル モラージュ菖蒲店,コネクシオ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=198&event_id=289,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
2791,PS,2021/4/30,楽天モバイル ニットーモール熊谷店,株式会社ディ・ポップス,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=200&event_id=293,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
2801,CES,2021/4/30,ケーズデンキ 旭川大雪通店,株式会社ケーズホールディングス,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=608&event_id=745,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
2811,CES,2021/4/30,ケーズデンキ 鶴ヶ島インター店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=607&event_id=744,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
2821,PS,2021/4/30,楽天モバイル 所沢プロペ通り店,株式会社ディ・ポップス,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=197&event_id=287,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
2831,CES,2021/4/30,ジョーシン 富山南店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=289&event_id=426,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
2841,CES,2021/4/30,ケーズデンキ たつのこまち龍ヶ崎モール店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=606&event_id=743,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
2861,CES,2021/4/30,エディオン 山口本店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=517&event_id=654,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
2871,CES,2021/4/30,100満ボルト 松江本店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=516&event_id=653,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
2891,CES,2021/4/30,ケーズデンキ 高知駅前店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=605&event_id=742,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
2901,CES,2021/4/30,ケーズデンキ 川越店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=603&event_id=740,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
2911,CES,2021/4/30,ケーズデンキ パークプレイス大分本店,株式会社ケーズホールディングス,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=604&event_id=741,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
2921,CES,2021/4/30,ケーズデンキ 府中本店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=602&event_id=739,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
2931,CES,2021/4/30,ケーズデンキ 稲城若葉台店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=601&event_id=738,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
2941,CES,2021/4/30,ケーズデンキ たまプラーザ店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=600&event_id=737,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
2951,CES,2021/4/30,ケーズデンキ ひたち野うしく店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=599&event_id=736,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
2961,CES,2021/4/30,ケーズデンキ シーサイドひたちなか店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=598&event_id=735,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
2971,CES,2021/4/30,ケーズデンキ 神栖店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=597&event_id=734,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
2991,CES,2021/4/30,エディオン 米子店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=515&event_id=652,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3021,PS,2021/4/30,楽天モバイル イオンモール座間店,株式会社マーキュリー,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=195&event_id=283,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3031,PS,2021/4/30,楽天モバイル 松山大街道店,株式会社ティーガイア,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=194&event_id=281,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3041,CES,2021/4/30,ケーズデンキ 茂原本店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=595&event_id=732,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
3051,CES,2021/4/30,ケーズデンキ 青梅店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=593&event_id=730,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
3061,CES,2021/4/30,ケーズデンキ おゆみ野店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=596&event_id=733,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
3071,CES,2021/4/30,ケーズデンキ 太田店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=594&event_id=731,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
3081,CES,2021/4/30,ジョーシン 市川大野店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=283&event_id=420,2021/4/23,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3091,CES,2021/4/30,ジョーシン 富田林店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=288&event_id=425,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3101,CES,2021/4/30,ジョーシン 西宮今津店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=287&event_id=424,2021/4/23,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3111,CES,2021/4/30,エディオン ららぽーと新三郷店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=514&event_id=651,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3121,CES,2021/4/30,エディオン 神戸北町店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=513&event_id=650,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3131,CES,2021/4/30,エディオン クロスガーデン富士中央店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=511&event_id=648,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3141,CES,2021/4/30,エディオン メッツ大曽根店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=510&event_id=647,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3151,CES,2021/4/30,エディオン 呉本店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=509&event_id=646,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3181,PS,2021/4/30,楽天モバイル 天王寺あべのキューズモール店,株式会社ティーガイア,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=193&event_id=279,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3191,CES,2021/4/30,エディオン 具志川メインシティ店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=508&event_id=645,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3201,PS,2021/4/30,楽天モバイル 博多駅地下街店,株式会社ティーガイア,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=192&event_id=277,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3211,CES,2021/4/30,ジョーシン 宇治店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=286&event_id=423,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3221,CES,2021/4/30,ジョーシン 燕三条店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=285&event_id=422,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3241,CES,2099/1/1,ジョーシン 斑鳩店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=284&event_id=421,,,,
3261,CES,2021/4/30,ジョーシン 高岡店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=282&event_id=419,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3271,CES,2021/6/11,ケーズデンキ 高槻店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=592&event_id=729,2021/6/18,,,"2021年6月11日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
3281,CES,2021/4/30,ケーズデンキ 弘前本店,株式会社ケーズホールディングス,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=591&event_id=728,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3291,CES,2021/4/30,ケーズデンキ 仙台南店,株式会社ケーズホールディングス,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=590&event_id=727,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3301,CES,2021/4/30,ケーズデンキ 盛岡南店,株式会社ケーズホールディングス,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=589&event_id=726,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3311,CES,2021/4/30,ケーズデンキ 秋田中央店,株式会社ケーズホールディングス,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=588&event_id=725,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3321,CES,2021/4/30,ケーズデンキ 函館本店,株式会社ケーズホールディングス,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=587&event_id=724,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3331,CES,2021/4/30,ケーズデンキ 近江八幡店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=586&event_id=723,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
3341,CES,2021/4/30,エディオン 豊橋店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=506&event_id=643,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3351,CES,2021/4/30,ビックカメラ 藤沢店,株式会社ビックカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=425&event_id=562,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3361,CES,2021/4/30,エディオン 西尾店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=505&event_id=642,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3371,CES,2021/4/30,ケーズデンキ オーツーパーク稲毛店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=585&event_id=722,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
3381,CES,2021/4/30,ジョーシン 加古川店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=281&event_id=418,2021/4/23,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3391,CES,2021/4/30,ジョーシン 平野うりわり店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=280&event_id=417,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3401,CES,2021/4/30,ジョーシン 伊丹昆陽イオンモール店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=279&event_id=416,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3411,CES,2021/4/30,ケーズデンキ 足立店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=584&event_id=721,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
3421,CES,2021/4/30,ケーズデンキ 尼崎店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=583&event_id=720,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
3431,CES,2021/6/11,ケーズデンキ 向日町店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=582&event_id=719,2021/6/18,,,"2021年6月11日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
3441,CES,2021/4/30,エディオン 藤枝店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=503&event_id=640,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3451,CES,2021/4/30,エディオン 鹿児島南店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=504&event_id=641,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3461,CES,2021/4/30,エディオン 豊中店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=502&event_id=639,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3471,CES,2021/4/30,ジョーシン 大垣イオンモール店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=278&event_id=415,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3481,CES,2021/4/30,ジョーシン 亀岡店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=277&event_id=414,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3501,CES,2021/4/30,エディオン イオンモール鈴鹿店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=501&event_id=638,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3511,CES,2021/4/30,エディオン ゆめタウン宇部店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=500&event_id=637,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3521,CES,2021/4/30,ケーズデンキ 入間店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=581&event_id=718,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
3531,CES,2021/4/30,ケーズデンキ 星川店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=580&event_id=717,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
3541,CES,2021/4/30,ケーズデンキ 上尾店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=579&event_id=716,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
3551,CES,2099/1/1,コジマ×ビックカメラ 成城店,株式会社ビックカメラ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=424&event_id=561,,,,
3561,CES,2021/4/30,エディオン 西宮店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=499&event_id=636,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3571,CES,2021/4/30,ジョーシン 近江今津店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=276&event_id=413,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3581,CES,2021/4/30,エディオン 津山本店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=498&event_id=635,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3591,CES,2021/4/30,コジマ×ビックカメラ 梶ヶ谷店,株式会社ビックカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=421&event_id=558,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3601,CES,2021/4/30,コジマ×ビックカメラ 柏店,株式会社ビックカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=417&event_id=554,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3611,CES,2021/4/30,コジマ×ビックカメラ 新座店,株式会社ビックカメラ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=420&event_id=557,2021/5/28,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
3621,CES,2021/4/30,ジョーシン 多治見店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=275&event_id=412,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3631,CES,2021/4/30,ビックカメラ 天神2号館,株式会社ビックカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=422&event_id=559,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3641,CES,2021/4/30,エディオン イオン秦野店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=497&event_id=634,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3651,CES,2021/4/30,ビックカメラ ラゾーナ川崎店,株式会社ビックカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=423&event_id=560,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3661,CES,2021/4/30,コジマ×ビックカメラ 静岡店,株式会社ビックカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=419&event_id=556,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3671,CES,2021/4/30,コジマ×ビックカメラ 南砂町SUNAMO店,株式会社ビックカメラ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=418&event_id=555,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
3681,PS,2021/4/30,楽天モバイル イオン岡崎南店,コネクシオ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=191&event_id=275,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3691,PS,2021/4/30,楽天モバイル 入間店,株式会社トシ・コーポレーション,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=190&event_id=273,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3701,CES,2021/4/30,ケーズデンキ 仙台港店,株式会社ケーズホールディングス,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=578&event_id=715,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3711,CES,2021/4/30,ケーズデンキ みどり店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=577&event_id=714,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
3721,CES,2021/4/30,ジョーシン 長岡愛宕店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=274&event_id=411,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3741,CES,2021/4/30,ジョーシン 和泉中央店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=273&event_id=410,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3751,CES,2021/4/30,ケーズデンキ 岐阜宇佐店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=576&event_id=713,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
3761,CES,2021/4/30,100満ボルト 福井本店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=496&event_id=633,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3771,CES,2021/4/30,エディオン 飯田インター店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=495&event_id=632,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3811,CES,2021/4/30,ジョーシン 木曽川イオンモール店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=270&event_id=407,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3821,CES,2021/4/30,ジョーシン クロスモール豊川店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=272&event_id=409,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3831,CES,2021/4/30,ジョーシン 船橋イオンモール店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=271&event_id=408,2021/4/23,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3841,CES,2021/4/30,エディオン 御影店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=494&event_id=631,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3851,CES,2021/4/30,ケーズデンキ 福山駅家店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=574&event_id=711,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
3861,CES,2021/4/30,ケーズデンキ 久留米店,株式会社ケーズホールディングス,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=575&event_id=712,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3881,CES,2021/4/30,ジョーシン 新大阪店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=268&event_id=405,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3891,CES,2021/4/30,ジョーシン 東大阪店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=267&event_id=404,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3901,CES,2021/4/30,ジョーシン 東香里店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=266&event_id=403,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3911,CES,2099/1/1,ジョーシン 稲沢店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=269&event_id=406,,,,
3921,CES,2021/4/30,ビックカメラ JR京都駅店,株式会社ビックカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=416&event_id=553,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3931,CES,2099/1/1,ビックカメラ 浜松店,株式会社ビックカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=415&event_id=552,,,,
3941,CES,2021/4/30,エディオン 廿日市店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=492&event_id=629,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3951,CES,2021/4/30,エディオン イオンモール熊本店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=493&event_id=630,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3961,CES,2021/4/30,エディオン モザイクモール港北店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=491&event_id=628,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3971,CES,2021/4/30,エディオン 横浜店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=490&event_id=627,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3981,CES,2021/4/30,エディオン 尾張旭店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=489&event_id=626,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
3991,CES,2021/4/30,ケーズデンキ 東仙台店,株式会社ケーズホールディングス,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=573&event_id=710,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4001,CES,2021/4/30,ケーズデンキ 大崎古川本店,株式会社ケーズホールディングス,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=572&event_id=709,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4011,CES,2021/4/30,ケーズデンキ 多摩ニュータウン店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=571&event_id=708,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
4021,CES,2021/4/30,ケーズデンキ 三田ウッディタウン店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=570&event_id=707,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
4031,CES,2021/4/30,ケーズデンキ 中津店,株式会社ケーズホールディングス,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=569&event_id=706,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
4041,CES,2021/4/30,エディオン 経塚シティ店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=488&event_id=625,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
