Shop ID,カテゴリ,取り扱い開始日,店舗名,一次代理店名,来店予約の公開有無,来店予約トップURL,店舗一覧ページ_掲出タイミング,店舗一覧ページ_来店予約リンクボタン中の文言,取り扱い状況,店舗一覧ページ_注釈の文言
6931,CES,2021/4/30,ヤマダデンキ LABI広島,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=331&event_id=468,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
6941,CES,2021/4/30,ヤマダデンキ LABI LIFE SELECT 立川,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=330&event_id=467,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
6951,PS,2021/4/30,楽天モバイル ユニモちはら台店,アルファグループ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=96&event_id=85,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6971,DS,2021/4/30,楽天モバイル ゆめタウン出雲店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=95&event_id=83,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6981,DS,2021/4/30,楽天モバイル 広島本通り店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=94&event_id=81,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6991,DS,2021/4/30,楽天モバイル 五反田駅前店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=93&event_id=79,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7001,DS,2021/4/30,楽天モバイル イオンモール新瑞橋店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=92&event_id=77,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7011,CES,2021/4/30,ビックカメラ イトーヨーカドーたまプラーザ店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=356&event_id=493,2021/5/28,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
7021,CES,2021/4/30,ヤマダデンキ LABI吉祥寺,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=329&event_id=466,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
7031,CES,2021/4/30,ヤマダデンキ テックランド東広島店,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=328&event_id=465,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
7041,PS,2021/4/30,楽天モバイル 神戸ハーバーランドumie店,コネクシオ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=91&event_id=75,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7051,PS,2021/4/30,楽天モバイル アドバンスモール松阪店,株式会社ティーガイア,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=89&event_id=71,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7061,PS,2021/4/30,楽天モバイル サクラマチ熊本店,株式会社ティーガイア,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=90&event_id=73,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7071,CES,2021/4/30,ケーズデンキ インターヴィレッジ大曲店,株式会社ケーズホールディングス,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=541&event_id=678,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7081,CES,2021/4/30,ケーズデンキ 奈良柏木店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=540&event_id=677,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
7091,CES,2021/4/30,エディオン イオンタウン弥富店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=431&event_id=568,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7101,CES,2021/4/30,エディオン 新鳥取本店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=430&event_id=567,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7111,CES,2021/4/30,ビックロ ビックカメラ新宿東口店,株式会社ラネット,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=355&event_id=492,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7121,CES,2021/4/30,エディオン 為又シティ店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=429&event_id=566,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7131,CES,2021/4/30,エディオン 諫早店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=428&event_id=565,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7141,PS,2021/4/30,楽天モバイル 三軒茶屋店,アルファグループ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=88&event_id=69,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7161,DS,2021/4/30,楽天モバイル アクロスモール新鎌ヶ谷店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=85&event_id=63,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7181,DS,2021/4/30,楽天モバイル イオンモール木曽川店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=81&event_id=55,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7191,DS,2021/4/30,楽天モバイル 聖蹟桜ヶ丘OPA店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=82&event_id=57,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7201,DS,2021/4/30,楽天モバイル 京王橋本店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=84&event_id=61,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7211,DS,2021/4/30,楽天モバイル アリオ北砂店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=86&event_id=65,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7221,DS,2021/4/30,楽天モバイル イオンモール浜松志都呂店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=87&event_id=67,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7231,PS,2021/4/30,楽天モバイル 八王子店,アルファグループ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=80&event_id=53,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7241,CES,2021/4/30,ヤマダデンキ テックランド平和台駅前店,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=327&event_id=464,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
7251,CES,2021/4/30,家電住まいる館YAMADA福岡志免本店,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=326&event_id=463,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
7261,PS,2021/4/30,楽天モバイル 川口店,アルファグループ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=78&event_id=49,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7271,PS,2021/4/30,楽天モバイル ららぽーと沼津店,コネクシオ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=79&event_id=51,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7281,DS,2021/4/30,楽天モバイル 高槻センター街店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=77&event_id=47,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7291,DS,2021/4/30,楽天モバイル 恵比寿店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=76&event_id=45,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7301,DS,2021/4/30,楽天モバイル 溝の口店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=75&event_id=43,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7311,PS,2021/4/30,楽天モバイル イオンモール姫路大津店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=74&event_id=41,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7321,DS,2021/4/30,楽天モバイル ファボーレ店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=73&event_id=39,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7331,PS,2021/4/30,楽天モバイル テラスモール松戸店,株式会社ティーガイア,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=72&event_id=37,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7341,PS,2021/4/30,楽天モバイル ららぽーと立川立飛店,株式会社ディ・ポップス,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=71&event_id=35,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7351,CES,2021/4/30,ビックカメラ 所沢駅店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=354&event_id=491,2021/5/28,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
7361,DS,2021/4/30,楽天モバイル ららぽーとEXPOCITY店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=70&event_id=33,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7371,DS,2021/4/30,楽天モバイル 稲毛店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=69&event_id=31,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7381,PS,2021/4/30,楽天モバイル 長崎浜町店,アール・コミュニケーションズ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=68&event_id=29,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7391,DS,2021/5/10,楽天モバイル ベイシア佐倉店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=65&event_id=23,2021/6/3,予約注文をしてショップ（店舗）で 購入する,2021年5月10日,
7401,DS,2021/4/30,楽天モバイル アリオ西新井店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=67&event_id=27,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7421,CES,2021/4/30,ビックカメラ 有楽町店,株式会社ラネット,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=353&event_id=490,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7431,DS,2021/4/30,楽天モバイル mozoワンダーシティ店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=64&event_id=21,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7441,DS,2021/4/30,楽天モバイル 川越クレアモール店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=63&event_id=19,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7451,DS,2021/4/30,楽天モバイル ドン・キホーテ函館店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=62&event_id=17,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7471,CES,2099/1/1,ビックカメラ 日本橋三越,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=352&event_id=489,,,,
7481,CES,2021/4/30,ケーズデンキ 広島本店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=539&event_id=676,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
7491,CES,2021/4/30,ビックカメラ 池袋本店,株式会社ラネット,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=350&event_id=487,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7501,CES,2021/4/30,ビックカメラ JR八王子駅店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=351&event_id=488,2021/5/28,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
7511,DS,2021/4/30,楽天モバイル 京都四条通店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=60&event_id=13,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7521,PS,2021/4/30,楽天モバイル ニッケコルトンプラザ市川店,アルファグループ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=59&event_id=11,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7531,PS,2021/4/30,楽天モバイル ララガーデン春日部店,アルファグループ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=57&event_id=7,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7541,PS,2021/4/30,楽天モバイル 草加マルイ店,アルファグループ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=58&event_id=9,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7551,DS,2021/4/30,楽天モバイル 有明ガーデン店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=56&event_id=5,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7561,CES,2021/4/30,ケーズデンキ BRANCH博多店,株式会社ケーズホールディングス,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=538&event_id=675,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7581,DS,2021/4/30,楽天モバイル 福岡天神西通り店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=249&event_id=385,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7591,CES,2021/4/30,ヨドバシカメラ マルチメディアAKIBA店,株式会社ヨドバシカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=323&event_id=460,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7601,CES,2021/4/30,ヨドバシカメラ マルチメディア梅田店,株式会社ヨドバシカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=320&event_id=457,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7611,CES,2021/4/30,ヨドバシカメラ マルチメディア横浜店,株式会社ヨドバシカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=322&event_id=459,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7621,CES,2021/4/30,ヨドバシカメラ 新宿西口本店,株式会社ヨドバシカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=319&event_id=456,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7631,CES,2021/4/30,ヨドバシカメラ マルチメディア仙台店,株式会社ヨドバシカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=321&event_id=458,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7641,CES,2021/4/30,せいでん さんちか店,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=324&event_id=461,2021/6/18,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
7651,CES,2021/4/30,LABI仙台,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=677&event_id=818,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
7661,CES,2021/4/30,ヤマダデンキ LABI新宿西口館,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=676&event_id=817,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
7671,CES,2021/4/30,家電住まいる館YAMADA港北センター店,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=675&event_id=816,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
7681,CES,2021/4/30,家電住まいる館YAMADA幕張店,株式会社ヤマダデンキ,非公開,"https://reserve.mobile.rakuten.net/reservations/about?label_id=674&event_id=815	",2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
7691,CES,2021/4/30,家電住まいる館YAMADA横浜泉店,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=673&event_id=814,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
7701,PS,2021/4/30,楽天モバイル ららぽーと愛知東郷店,アルファグループ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=639&event_id=776,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7702,CES,2021/4/30,エディオン 茨木藤の里店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=661&event_id=801,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7703,CES,2021/4/30,ヨドバシカメラ マルチメディア町田店,株式会社ヨドバシカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=644&event_id=781,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7704,CES,2021/4/30,ヨドバシカメラ マルチメディア川崎ルフロン店,株式会社ヨドバシカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=643&event_id=780,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7705,CES,2021/4/30,ヨドバシカメラ マルチメディア吉祥寺店,株式会社ヨドバシカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=641&event_id=778,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7706,CES,2021/4/30,ヨドバシカメラ マルチメディア京都店,株式会社ヨドバシカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=642&event_id=779,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7707,CES,2021/4/30,ヨドバシカメラ マルチメディア札幌店,株式会社ヨドバシカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=646&event_id=783,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7708,CES,2021/4/30,ヨドバシカメラ マルチメディア博多店,株式会社ヨドバシカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=645&event_id=782,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7710,CES,2021/4/30,ヨドバシカメラ 千葉店,株式会社ヨドバシカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=652&event_id=790,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7711,CES,2021/4/30,ヨドバシカメラ マルチメディア名古屋松坂屋店,株式会社ヨドバシカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=648&event_id=785,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7712,CES,2021/4/30,ヨドバシカメラ マルチメディア京急上大岡店,株式会社ヨドバシカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=647&event_id=784,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7713,CES,2021/4/30,ヨドバシカメラ マルチメディア宇都宮店,株式会社ヨドバシカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=649&event_id=787,2021/4/23,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7714,CES,2021/4/30,ヨドバシカメラ マルチメディアさいたま新都心駅前店,株式会社ヨドバシカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=650&event_id=788,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7715,CES,2021/4/30,ヨドバシカメラ マルチメディア錦糸町店,株式会社ヨドバシカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=651&event_id=789,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7716,CES,2099/1/1,コジマ×ビックカメラ 横浜大口店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=672&event_id=813,,,,
7717,CES,2099/1/1,コジマ×ビックカメラ 西東京店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=671&event_id=812,,,,
7718,CES,2099/1/1,コジマ×ビックカメラ 足立加平店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=670&event_id=811,,,,
7719,PS,2021/4/30,楽天モバイル させぼ5番街店,アール・コミュニケーションズ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=654&event_id=792,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7720,CES,2099/1/1,コジマ×ビックカメラ 福岡春日店,株式会社ラネット,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=669&event_id=810,,,,
7721,CES,2099/1/1,エディオン イオン原店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=662&event_id=802,,,,
7722,CES,2099/1/1,エディオン イオンタウン岡崎美合店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=663&event_id=803,,,,
7723,PS,2021/4/30,楽天モバイル 光が丘IMA店,株式会社ラネット,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=653&event_id=791,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7724,CES,2021/4/30,ヨドバシカメラ マルチメディア郡山店,株式会社ヨドバシカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=655&event_id=793,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7725,CES,2021/4/30,ヨドバシカメラ マルチメディア新潟駅前店,株式会社ヨドバシカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=656&event_id=794,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7726,CES,2021/4/30,ヨドバシカメラ マルチメディア上野店,株式会社ヨドバシカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=658&event_id=796,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7727,CES,2021/4/30,ヨドバシカメラ 八王子店,株式会社ヨドバシカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=657&event_id=795,2021/4/23,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7728,CES,2021/4/30,ヨドバシカメラ マルチメディア新宿東口店,株式会社ヨドバシカメラ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=659&event_id=797,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7729,PS,2021/4/30,楽天モバイル ビバモール寝屋川店,株式会社アイテム,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=668&event_id=808,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7730,CES,2099/1/1,エディオン イズミヤ長岡店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=660&event_id=800,,,,
7732,CES,2021/6/4,ジョーシン 彦根店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=665&event_id=805,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年6月4日,
7733,CES,2021/5/12,ジョーシン 岸和田店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=666&event_id=806,2021/5/28,予約注文をしてショップ（店舗）で 購入する,2021年5月12日,
7734,PS,2021/4/30,楽天モバイル 横須賀中央駅前店,アルファグループ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=226&event_id=345,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7735,CES,2021/4/30,ベスト電器 佐賀本店,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=682&event_id=825,2021/6/3,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
7736,CES,2021/6/1,ヤマダデンキ テックランド熊本本店,株式会社ヤマダデンキ,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=683&event_id=826,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年6月1日,
7737,CES,2021/5/1,家電住まいる館YAMADA熊本春日店,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=684&event_id=827,2021/6/3,,,"2021年5月1日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
7738,CES,2021/5/1,家電住まいる館YAMADA鹿児島本店,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=685&event_id=828,2021/6/3,,,"2021年5月1日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
7739,CES,2021/4/30,ビックカメラ アミュプラザくまもと店,株式会社ラネット,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=681&event_id=824,2021/6/3,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7741,PS,2021/4/30,楽天モバイル イオンモール橿原店,コネクシオ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=686&event_id=829,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7742,PS,2021/4/30,楽天モバイル 港南台バーズ店,コネクシオ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=687&event_id=830,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7743,CES,2021/4/30,ヤマダデンキ LABI大船,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=688&event_id=834,2021/6/3,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
7745,CES,2021/4/30,エディオン 京都四条河原町店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=691&event_id=838,2021/6/3,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7746,PS,2021/4/30,楽天モバイル セントシティ北九州小倉店,アール・コミュニケーションズ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=690&event_id=836,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7747,CES,2021/4/30,エディオン 岸和田店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=692&event_id=839,2021/6/3,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
7748,PS,2021/4/30,楽天モバイル ららぽーと横浜店,コネクシオ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=693&event_id=840,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
