update,area1,area2,day,spot,ruby,atr,
,中央,東京都,,東京メトロ有楽町線 新富町駅,とうきょうめとろゆうらくちょうせん しんとみちょうえき,鉄道,
,中央,東京都,,東京メトロ有楽町線 新富町駅～月島駅間,とうきょうめとろゆうらくちょうせん しんとみちょうえき～つきしまえきかん,鉄道,
,中央,東京都,,東京メトロ有楽町線 千川駅,とうきょうめとろゆうらくちょうせん せんかわえき,鉄道,
,中央,東京都,,東京メトロ有楽町線 千川駅～要町駅間,とうきょうめとろゆうらくちょうせん せんかわえき～かなめちょうえきかん,鉄道,
,中央,東京都,,東京メトロ有楽町線 辰巳駅,とうきょうめとろゆうらくちょうせん たつみえき,鉄道,
,中央,東京都,,東京メトロ有楽町線 辰巳駅～新木場駅間,とうきょうめとろゆうらくちょうせん たつみえき～しんきばえきかん,鉄道,
,中央,東京都,,東京メトロ有楽町線 地下鉄成増駅,とうきょうめとろゆうらくちょうせん ちかてつなりますえき,鉄道,
,中央,東京都,,東京メトロ有楽町線 地下鉄成増駅～地下鉄赤塚駅間,とうきょうめとろゆうらくちょうせん ちかてつなりますえき～ちかてつあかつかえきかん,鉄道,
,中央,東京都,,東京メトロ有楽町線 地下鉄赤塚駅,とうきょうめとろゆうらくちょうせん ちかてつあかつかえき,鉄道,
,中央,東京都,,東京メトロ有楽町線 池袋駅,とうきょうめとろゆうらくちょうせん いけぶくろえき,鉄道,
,中央,東京都,,東京メトロ有楽町線 池袋駅～東池袋駅間,とうきょうめとろゆうらくちょうせん いけぶくろえき～ひがしいけぶくろえきかん,鉄道,
,中央,東京都,,東京メトロ有楽町線 東池袋駅,とうきょうめとろゆうらくちょうせん ひがしいけぶくろえき,鉄道,
,中央,東京都,,東京メトロ有楽町線 東池袋駅～護国寺駅間,とうきょうめとろゆうらくちょうせん ひがしいけぶくろえき～ごこくじえきかん,鉄道,
,中央,東京都,,東京メトロ有楽町線 飯田橋駅,とうきょうめとろゆうらくちょうせん いいだばしえき,鉄道,
,中央,東京都,,東京メトロ有楽町線 飯田橋駅～市ケ谷駅間,とうきょうめとろゆうらくちょうせん いいだばしえき～いちがやえきかん,鉄道,
,中央,東京都,,東京メトロ有楽町線 氷川台駅,とうきょうめとろゆうらくちょうせん ひかわだいえき,鉄道,
,中央,東京都,,東京メトロ有楽町線 氷川台駅～小竹向原駅間,とうきょうめとろゆうらくちょうせん ひかわだいえき～こたけむかいはらえきかん,鉄道,
,中央,東京都,,東京メトロ有楽町線 平和台駅,とうきょうめとろゆうらくちょうせん へいわだいえき,鉄道,
,中央,東京都,,東京メトロ有楽町線 平和台駅～氷川台駅間,とうきょうめとろゆうらくちょうせん へいわだいえき～ひかわだいえきかん,鉄道,
,中央,東京都,,東京メトロ有楽町線 豊洲駅,とうきょうめとろゆうらくちょうせん とよすえき,鉄道,
,中央,東京都,,東京メトロ有楽町線 豊洲駅～辰巳駅間,とうきょうめとろゆうらくちょうせん とよすえき～たつみえきかん,鉄道,
,中央,東京都,,東京メトロ有楽町線 有楽町駅,とうきょうめとろゆうらくちょうせん ゆうらくちょうえき,鉄道,
,中央,東京都,,東京メトロ有楽町線 有楽町駅～銀座一丁目駅間,とうきょうめとろゆうらくちょうせん ゆうらくちょうえき～ぎんざいっちょうめえきかん,鉄道,
,中央,東京都,,東京メトロ有楽町線 要町駅,とうきょうめとろゆうらくちょうせん かなめちょうえき,鉄道,
,中央,東京都,,東京メトロ有楽町線 要町駅～池袋駅間,とうきょうめとろゆうらくちょうせん かなめちょうえき～いけぶくろえきかん,鉄道,
,中央,東京都,,JR東日本 秋葉原駅,JRひがしにほん あきはばらえき,鉄道,
,中央,東京都,,JR東日本 東京駅コンコース,じぇいあーるひがしにほん とうきょうえきこんこーす,鉄道,
,中央,東京都,,都営地下鉄浅草線 東銀座駅,とえいちかてつあさくさせん ひがしぎんざえき,鉄道,
,中央,東京都,,都営地下鉄大江戸線 都庁前駅,とえいちかてつおおえどせん とちょうまええき,鉄道,
,中央,東京都,,都営地下鉄大江戸線 六本木駅,とえいちかてつおおえどせん ろっぽんぎえき,鉄道,
,中央,東京都,,東急田園都市線 渋谷駅,とうきゅうでんえんとしせん しぶやえき,鉄道,
,中央,東京都,,東急東横線 渋谷駅,とうきゅうとうよこせん しぶやえき,鉄道,
,中央,東京都,,東京地下鉄丸ノ内線 新宿駅,とうきょうちかてつまるのうちせん しんじゅくえき,鉄道,
,中央,東京都,,東京地下鉄丸ノ内線 西新宿駅,とうきょうちかてつまるのうちせん にししんじゅくえき,鉄道,
,中央,東京都,,東京地下鉄丸ノ内線 赤坂見附駅,とうきょうちかてつまるのうちせん あかさかみつけえき,鉄道,
,中央,東京都,,東京地下鉄丸ノ内線 大手町駅,とうきょうちかてつまるのうちせん おおてまちえき,鉄道,
,中央,東京都,,東京地下鉄銀座線 上野駅,とうきょうちかてつぎんざせん うえのえき,鉄道,
,中央,東京都,,東京地下鉄銀座線 新橋駅,とうきょうちかてつぎんざせん しんばしえき,鉄道,
,中央,東京都,,東京地下鉄有楽町線 銀座一丁目駅,とうきょうちかてつゆうらくちょうせん ぎんざいっちょうめえき,鉄道,
,中央,東京都,,京王井の頭線 渋谷駅～神泉駅間トンネル,けいおういのがしらせん しぶやえき～しんせんえきかんとんねる,鉄道,
,中央,東京都,,京王井の頭線 神泉駅～駒場東大前駅間トンネル,けいおういのがしらせん しんせんえき～こまばとうだいまええきかんとんねる,鉄道,
,中央,東京都,,東海道新幹線 八ツ山トンネル,とうかいどうしんかんせん やつやまとんねる,鉄道,
,中央,東京都,,井荻トンネル,いおぎとんねる,トンネル,
,中央,東京都,,霞ヶ関トンネル,かすみがせきとんねる,トンネル,
,中央,東京都,,昭和通りアンダーパス,しょうわどおりあんだーぱす,トンネル,
,中央,東京都,,新橋～虎ノ門間トンネル,しんばし～とらのもんかんとんねる,トンネル,
,中央,東京都,,新橋～築地間トンネル,しんばし～つきじかんとんねる,トンネル,
,中央,東京都,,新宿御苑トンネル,しんじゅくぎょえんとんねる,トンネル,
,中央,東京都,,赤坂トンネル,あかさかとんねる,トンネル,
,中央,東京都,,千代田トンネル,ちよだとんねる,トンネル,
,中央,東京都,,北町若木トンネル,きたまちわかぎとんねる,トンネル,
,中央,東京都,,臨港道路南北線トンネル,りんこうどうろなんぼくせんとんねる,トンネル,
,中央,東京都,,練馬トンネル,ねりまとんねる,トンネル,
,中央,神奈川県,,関内駅地下街,かんないえきちかがいぐん,施設,
,中央,神奈川県,,桜木町駅地下街,さくらぎちょうえきちかがい,施設,
,中央,神奈川県,,川崎アゼリア,かわさきあぜりあ,施設,
,中央,神奈川県,,山下公園駐車場,やましたこうえんちゅうしゃじょう,施設,
,中央,神奈川県,,藤沢市自由通路（Ｂ１）、藤沢市営湘南台駅地下駐車場（Ｂ２） 湘南台駅地下駐車場,ふじさわしじゆうつうろ（Ｂ１）、ふじさわしえいしょうなんだいえきちかちゅうしゃじょう（Ｂ２） しょうなんだいえきちかちゅうしゃじょう,施設,
,中央,神奈川県,,JR東日本 戸塚駅,じぇいあーるひがしにほん とつかえき,鉄道,
,中央,神奈川県,,JR東日本 川崎駅,じぇいあーるひがしにほん かわさきえき,鉄道,
,中央,神奈川県,,JR東日本 大船駅,じぇいあーるひがしにほん おおふなえき,鉄道,
,中央,神奈川県,,JR東日本 藤沢駅,じぇいあーるひがしにほん ふじさわしえき,鉄道,
,中央,神奈川県,,JR東日本根岸線 港南台トンネル,じぇいあーるひがしにほんねぎしせん こうなんだいとんねる,鉄道,
,中央,神奈川県,,JR東日本根岸線 港南台駅,じぇいあーるひがしにほんねぎしせん こうなんだいえき,鉄道,
,中央,神奈川県,,JR東日本根岸線 杉田第四トンネル,じぇいあーるひがしにほんねぎしせん すぎただいよんとんねる,鉄道,
,中央,神奈川県,,JR東日本根岸線 日野第一トンネル,じぇいあーるひがしにほんねぎしせん ひのだいいちとんねる,鉄道,
,中央,神奈川県,,JR東日本根岸線 矢部野トンネル,じぇいあーるひがしにほんねぎしせん やべのとんねる,鉄道,
,中央,神奈川県,,JR東日本根岸線 洋光台駅,じぇいあーるひがしにほんねぎしせん ようこうだいえき,鉄道,
,中央,神奈川県,,JR東日本東海道貨物線 港北トンネル,じぇいあーるひがしにほんとうかいどうかもつせん こうほくとんねる,鉄道,
,中央,神奈川県,,JR東日本東海道貨物線 生見尾トンネル,じぇいあーるひがしにほんとうかいどうかもつせん うみおとんねる,鉄道,
,中央,神奈川県,,横浜高速鉄道みなとみらい２１線 みなとみらい駅,よこはまこうそくてつどうみなとみらいせん みなとみらいえき,鉄道,
,中央,神奈川県,,横浜高速鉄道みなとみらい２１線 みなとみらい駅～馬車道駅間,よこはまこうそくてつどうみなとみらいせん みなとみらいえき～ばしゃみちえきかん,鉄道,
,中央,神奈川県,,横浜高速鉄道みなとみらい２１線 横浜駅～新高島駅間,よこはまこうそくてつどうみなとみらいせん よこはまえき～しんたかしまえきかん,鉄道,
,中央,神奈川県,,横浜高速鉄道みなとみらい２１線 新高島駅,よこはまこうそくてつどうみなとみらいせん しんたかしまえき,鉄道,
,中央,神奈川県,,横浜高速鉄道みなとみらい２１線 新高島駅～みなとみらい駅間,よこはまこうそくてつどうみなとみらいせん しんたかしまえき～みなとみらいえきかん,鉄道,
,中央,神奈川県,,横浜高速鉄道みなとみらい２１線 日本大通り駅,よこはまこうそくてつどうみなとみらいせん にほんおおどおりえき,鉄道,
,中央,神奈川県,,横浜高速鉄道みなとみらい２１線 日本大通り駅～元町・中華街駅間,よこはまこうそくてつどうみなとみらいせん にほんおおどおりえき～もとまち・ちゅうかがいえきかん,鉄道,
,中央,神奈川県,,横浜高速鉄道みなとみらい２１線 馬車道駅,よこはまこうそくてつどうみなとみらいせん ばしゃみちえき,鉄道,
,中央,神奈川県,,横浜高速鉄道みなとみらい２１線 馬車道駅～日本大通り駅間,よこはまこうそくてつどうみなとみらいせん ばしゃみちえき～にほんおおどおりえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄グリーンライン センター北駅～北山田駅間,よこはましえいちかてつぐりーんらいん せんたーきたえき～きたやまだえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄グリーンライン 高田駅,よこはましえいちかてつぐりーんらいん たかたえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄グリーンライン 高田駅～日吉本町駅間,よこはましえいちかてつぐりーんらいん たかたえき～ひよしほんちょうえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄グリーンライン 川和町駅～都筑ふれあいの丘駅間,よこはましえいちかてつぐりーんらいん かわわちょうえき～つづきふれあいのおかえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄グリーンライン 中山駅,よこはましえいちかてつぐりーんらいん なかやまえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄グリーンライン 中山駅～川和町駅間,よこはましえいちかてつぐりーんらいん なかやまえき～かわわちょうえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄グリーンライン 都筑ふれあいの丘駅,よこはましえいちかてつぐりーんらいん つづきふれあいのおかえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄グリーンライン 都筑ふれあいの丘駅～センター南駅間,よこはましえいちかてつぐりーんらいん つづきふれあいのおかえき～せんたーみなみえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄グリーンライン 東山田駅,よこはましえいちかてつぐりーんらいん ひがしやまたえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄グリーンライン 東山田駅～高田駅間,よこはましえいちかてつぐりーんらいん ひがしやまだえき～たかたえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄グリーンライン 日吉駅,よこはましえいちかてつぐりーんらいん ひよしえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄グリーンライン 日吉本町駅,よこはましえいちかてつぐりーんらいん ひよしほんちょうえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄グリーンライン 日吉本町駅～日吉駅間,よこはましえいちかてつぐりーんらいん ひよしほんまちえき～ひよしえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄グリーンライン 北山田駅,よこはましえいちかてつぐりーんらいん きたやまたえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄グリーンライン 北山田駅～東山田駅間,よこはましえいちかてつぐりーんらいん きたやまだえき～ひがしやまだえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン あざみ野駅,よこはましえいちかてつぶるーらいん あざみのえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン センター北駅～中川駅間,よこはましえいちかてつぶるーらいん せんたーきたえき～なかがわえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 伊勢佐木長者町駅,よこはましえいちかてつぶるーらいん いせざきちょうじゃまちえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 伊勢佐木長者町駅～関内駅間,よこはましえいちかてつぶるーらいん いせざきちょうじゃまちえき～かんないえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 横浜駅～三ツ沢下町駅間,よこはましえいちかてつぶるーらいん よこはまえき～みつざわしもちょうえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 下永谷駅,よこはましえいちかてつぶるーらいん しもながやえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 下永谷駅～上永谷駅間,よこはましえいちかてつぶるーらいん しもながやえき～かみながやえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 下飯田駅,よこはましえいちかてつぶるーらいん しもいいだえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 下飯田駅～立場駅間,よこはましえいちかてつぶるーらいん したいいだえき～たちばえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 関内駅,よこはましえいちかてつぶるーらいん かんないえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 関内駅～桜木町駅間,よこはましえいちかてつぶるーらいん かんないえき～さくらぎちょうえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 岸根公園駅,よこはましえいちかてつぶるーらいん きしねこうえんえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 岸根公園駅～新横浜駅間,よこはましえいちかてつぶるーらいん きしねこうえんえき～しんよこはまえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 吉野町駅,よこはましえいちかてつぶるーらいん よしのちょうえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 吉野町駅～阪東橋駅間,よこはましえいちかてつぶるーらいん よしのちょうえき～ばんどうばしえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 戸塚駅,よこはましえいちかてつぶるーらいん とつかえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 戸塚駅～舞岡駅間,よこはましえいちかてつぶるーらいん とつかえき～まいおかえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 弘明寺駅,よこはましえいちかてつぶるーらいん ぐみょうじえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 弘明寺駅～蒔田駅間,よこはましえいちかてつぶるーらいん ぐみょうじえき～まきたえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 港南中央駅,よこはましえいちかてつぶるーらいん こうなんちゅおうえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 港南中央駅～上大岡駅間,よこはましえいちかてつぶるーらいん こうなんちゅおうえき～かみおおおかえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 高島町駅,よこはましえいちかてつぶるーらいん たかしまちょうえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 高島町駅～横浜駅間,よこはましえいちかてつぶるーらいん たかしまちょうえき～よこはまえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 阪東橋駅,よこはましえいちかてつぶるーらいん ばんどうばしえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 阪東橋駅～伊勢佐木長者町駅間,よこはましえいちかてつぶるーらいん ばんどうばしえき～いせざきちょうじゃまちえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 桜木町駅,よこはましえいちかてつぶるーらいん さくらぎちょうえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 桜木町駅～高島町駅間,よこはましえいちかてつぶるーらいん さくらぎちょうえき～たかしまちょうえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 三ツ沢下町駅,よこはましえいちかてつぶるーらいん みつざわしもちょうえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 三ツ沢下町駅～三ツ沢上町駅間,よこはましえいちかてつぶるーらいん みつざわしもちょうえき～みつざわかみちょうえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 三ツ沢上町駅,よこはましえいちかてつぶるーらいん みつざわかみちょうえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 三ツ沢上町駅～片倉町駅間,よこはましえいちかてつぶるーらいん みつざわかみちょうえき～かたくらちょうえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 蒔田駅,よこはましえいちかてつぶるーらいん まきたえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 蒔田駅～吉野町駅間,よこはましえいちかてつぶるーらいん まきたえき～よしのちょうえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 湘南台駅,よこはましえいちかてつぶるーらいん しょうなんだいえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 湘南台駅～下飯田駅間,よこはましえいちかてつぶるーらいん しょうなんだいえき～しもいいだえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 上永谷駅～港南中央駅間,よこはましえいちかてつぶるーらいん かみながやえき～こうなんちゅおうえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 上大岡駅,よこはましえいちかてつぶるーらいん かみおおおかえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 上大岡駅～弘明寺駅間,よこはましえいちかてつぶるーらいん かみおおおかえき～ぐみょうじえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 新羽駅～仲町台駅間,よこはましえいちかてつぶるーらいん にっぱえき～なかまちだいえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 新横浜駅,よこはましえいちかてつぶるーらいん しんよこはまえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 新横浜駅～北新横浜駅間,よこはましえいちかてつぶるーらいん しんよこはまえき～きたしんよこはまえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 中川駅,よこはましえいちかてつぶるーらいん なかがわえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 中川駅～あざみ野駅間,よこはましえいちかてつぶるーらいん なかがわえき～あざみのえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 中田駅,よこはましえいちかてつぶるーらいん なかだえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 中田駅～踊場駅間,よこはましえいちかてつぶるーらいん なかだえき～おどりばえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 仲町台駅～センター南駅間,よこはましえいちかてつぶるーらいん なかまちだいえき～せんたーみなみえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 舞岡駅,よこはましえいちかてつぶるーらいん まいおかえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 舞岡駅～下永谷駅間,よこはましえいちかてつぶるーらいん まいおかえき～しもながやえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 片倉町駅,よこはましえいちかてつぶるーらいん かたくらちょうえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 片倉町駅～岸根公園駅間,よこはましえいちかてつぶるーらいん かたくらちょうえき～きしねこうえんえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 北新横浜駅,よこはましえいちかてつぶるーらいん きたしんよこはまえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 踊場駅,よこはましえいちかてつぶるーらいん おどりばえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 踊場駅～戸塚駅間,よこはましえいちかてつぶるーらいん おどりばえき～とつかえきかん,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 立場駅,よこはましえいちかてつぶるーらいん たてばえき,鉄道,
,中央,神奈川県,,横浜市営地下鉄ブルーライン 立場駅～中田駅間,よこはましえいちかてつぶるーらいん たちばえき～なかだえきかん,鉄道,
,中央,神奈川県,,京王相模原線 若葉台駅～京王永山駅間,けいおうさがみはらせん けいおうわかばだいえき　けいおうながやまえきかん,鉄道,
,中央,神奈川県,,京急逗子線 六浦駅～神武寺駅間,けいきゅうずしせん むつうらえきからじんむじえきかん,鉄道,
,中央,神奈川県,,京急本線 ＹＲＰ野比駅～京急長沢駅間,けいきゅうほんせん わいあーるぴーのびえき～けいきゅうながさわえきかん,鉄道,
,中央,神奈川県,,京急本線 安針塚駅～逸見駅間,けいきゅうほんせん あんじんづかえき～いつみえきかん,鉄道,
,中央,神奈川県,,京急本線 井土ヶ谷駅～弘明寺駅間,けいきゅうほんせん いどがやえきからぐみょうじえきかん,鉄道,
,中央,神奈川県,,京急本線 逸見駅～汐入駅間,けいきゅうほんせん いつみえき～しおいりえきかん,鉄道,
,中央,神奈川県,,京急本線 横須賀中央駅～県立大学駅間,けいきゅうほんせん よこすかちゅうおうえき～けんりつだいがくえきかん,鉄道,
,中央,神奈川県,,京急本線 京急久里浜駅～ＹＲＰ野比駅間,けいきゅうほんせん けいきゅうくりはまえき～わいあーるぴーのびえきかん,鉄道,
,中央,神奈川県,,京急本線 京急長沢駅～津久井浜駅間,けいきゅうほんせん けいきゅうながさわえき～つくいはまえきかん,鉄道,
,中央,神奈川県,,京急本線 京急田浦駅～安針塚駅間,けいきゅうほんせん けいきゅうたうらえき～あんじんづかえきかん,鉄道,
,中央,神奈川県,,京急本線 戸部駅～日ノ出町駅間,けいきゅうほんせん とべえき～ひのでちょうえきかん,鉄道,
,中央,神奈川県,,京急本線 弘明寺駅～上大岡駅間,けいきゅうほんせん ぐみょうじえきからかみおおおかえきかん,鉄道,
,中央,神奈川県,,京急本線 汐入駅～横須賀中央駅間,けいきゅうほんせん しおいりえき～よこすかちゅうおうえきかん,鉄道,
,中央,神奈川県,,京急本線 上大岡駅～屏風浦駅間,けいきゅうほんせん かみおおおかえきからびょうぶがうらえきかん,鉄道,
,中央,神奈川県,,京急本線 杉田駅～京急富岡駅間,けいきゅうほんせん すぎたえき～けいきゅうとみおかえきかん,鉄道,
,中央,神奈川県,,京急本線 追浜駅～京急田浦駅間,けいきゅうほんせん おっぱまえき～けいきゅうたうらえきかん,鉄道,
,中央,神奈川県,,京急本線 南太田駅～井土ヶ谷駅間,けいきゅうほんせん みなみおおたえきからいどがやえきかん,鉄道,
,中央,神奈川県,,京急本線 馬堀海岸駅～浦賀駅間,けいきゅうほんせん まぼりかいがんえき～うらがえきかん,鉄道,
,中央,神奈川県,,相鉄・東急直通線 羽沢横浜国大駅～新横浜駅間,そうてつ・とうきゅうちょくつうせん はねさわよこはまこくだいえき～しんよこはまえきかん,鉄道,
,中央,神奈川県,,相鉄・東急直通線 新横浜駅,そうてつ・とうきゅうちょくつうせん しんよこはまえき,鉄道,
,中央,神奈川県,,相鉄・東急直通線 新横浜駅～新綱島駅間,そうてつ・とうきゅうちょくつうせん しんよこはまえき～しんつなしまえきかん,鉄道,
,中央,神奈川県,,相鉄・東急直通線 新綱島駅,そうてつ・とうきゅうちょくつうせん しんつなしまえき,鉄道,
,中央,神奈川県,,相鉄・東急直通線 新綱島駅～日吉駅間,そうてつ・とうきゅうちょくつうせん しんつなしまえき～ひよしえきかん,鉄道,
,中央,神奈川県,,相鉄いずみ野線 南万騎が原駅～緑園都市駅間,そうてついずみのせん みなみまきがはらえき～りょくえんとしえきかん,鉄道,
,中央,神奈川県,,相鉄いずみ野線 二俣川駅～南万騎が原駅間,そうてついずみのせん ふたまたがわえき～みなみまきがはらえきかん,鉄道,
,中央,神奈川県,,相鉄いずみ野線 弥生台駅～いずみ野駅間,そうてついずみのせん やよいだいえき～いずみのえきかん,鉄道,
,中央,神奈川県,,相鉄いずみ野線 緑園都市駅～弥生台駅間,そうてついずみのせん りょくえんとしえき～やよいだいえきかん,鉄道,
,中央,神奈川県,,東急田園都市線 つきみ野駅～中央林間駅間,とうきゅうでんえんとしせん つきみのえき～ちゅうおうりんかんえきかん,鉄道,
,中央,神奈川県,,東急田園都市線 中央林間駅,とうきゅうでんえんとしせん ちゅうおうりんかんえき,鉄道,
,中央,神奈川県,,東急東横線 横浜駅,とうきゅうとうよこせん よこはまえき,鉄道,
,中央,神奈川県,,東急東横線 東白楽駅～反町駅間,とうきゅうとうよこせん ひがしはくらくえき～たんまちえきかん,鉄道,
,中央,神奈川県,,東急東横線 日吉駅,とうきゅうとうよこせん ひよしえき,鉄道,
,中央,神奈川県,,東急東横線 反町駅,とうきゅうとうよこせん そりまちえき,鉄道,
,中央,神奈川県,,東急東横線 反町駅～横浜駅間,とうきゅうとうよこせん たんまちえき～よこはまえきかん,鉄道,
,中央,神奈川県,,東急目黒線 日吉駅,とうきゅうめぐろせん ひよしえき,鉄道,
,中央,神奈川県,,JR東日本横須賀線 武蔵小杉駅,JRひがしにほんよこすかせん むさしこすぎえき,鉄道,
,中央,神奈川県,,JR東日本南武線 武蔵小杉駅,JRひがしにほんなんぶせん むさしこすぎえき,鉄道,
,中央,神奈川県,,横浜高速鉄道みなとみらい２１線 横浜駅,よこはまこうそくてつどうみなとみらい２１せん よこはまえき,鉄道,
,中央,神奈川県,,横浜高速鉄道みなとみらい２１線 元町・中華街駅,よこはまこうそくてつどうみなとみらい２１せん もとまち・ちゅうかがいえき,鉄道,
,中央,神奈川県,,JR東日本中央本線 横吹第一トンネル,じぇいあーるひがしにほんちゅうおうほんせん よこぶきだいいちとんねる,鉄道,
,中央,神奈川県,,JR東日本中央本線 横道第一トンネル,じぇいあーるひがしにほんちゅうおうほんせん よこみちだいいちとんねる,鉄道,
,中央,神奈川県,,JR東日本中央本線 横道第二トンネル,じぇいあーるひがしにほんちゅうおうほんせん よこみちだいにとんねる,鉄道,
,中央,神奈川県,,JR東日本中央本線 吉野トンネル,じぇいあーるひがしにほんちゅうおうほんせん よしのとんねる,鉄道,
,中央,神奈川県,,JR東日本中央本線 橋沢トンネル,じぇいあーるひがしにほんちゅうおうほんせん はしざわとんねる,鉄道,
,中央,神奈川県,,JR東日本中央本線 小原トンネル,じぇいあーるひがしにほんちゅうおうほんせん おばらとんねる,鉄道,
,中央,神奈川県,,JR東日本中央本線 小渕第一トンネル,じぇいあーるひがしにほんちゅうおうほんせん おぶちだいいちとんねる,鉄道,
,中央,神奈川県,,JR東日本中央本線 小渕第三トンネル,じぇいあーるひがしにほんちゅうおうほんせん おぶちだいさんとんねる,鉄道,
,中央,神奈川県,,JR東日本中央本線 小渕第二トンネル,じぇいあーるひがしにほんちゅうおうほんせん おぶちだいにとんねる,鉄道,
,中央,神奈川県,,JR東日本中央本線 上の山トンネル,じぇいあーるひがしにほんちゅうおうほんせん うえのやまとんねる,鉄道,
,中央,神奈川県,,JR東日本中央本線 新横吹トンネル,じぇいあーるひがしにほんちゅうおうほんせん しんよこぶきとんねる,鉄道,
,中央,神奈川県,,JR東日本中央本線 新小原トンネル,じぇいあーるひがしにほんちゅうおうほんせん しんおばらとんねる,鉄道,
