shopid,shopname,zip,prefectures,city,dec28,dec29,dec30,dec31,jan1,jan2,jan3,jan4,jan5
4451,ケーズデンキ 金沢本店,921-8801,石川県,野々市市,通常営業,通常営業,通常営業,10:00-19:00,休業,10:00-19:00,10:00-19:00,通常営業,通常営業
4461,ケーズデンキ 青森本店,030-0847,青森県,青森市,通常営業,通常営業,通常営業,10:00-19:00,休業,通常営業,通常営業,通常営業,通常営業
4471,エディオン 八幡西店,807-0856,福岡県,北九州市,通常営業,通常営業,通常営業,10:00-18:00,休業,通常営業,通常営業,通常営業,通常営業
4481,エディオン 可児今渡店,509-0207,岐阜県,可児市,通常営業,通常営業,通常営業,10:00-18:00,休業,10:00-18:00,10:00-18:00,通常営業,通常営業
4491,エディオン 八尾南店,581-0036,大阪府,八尾市,通常営業,通常営業,通常営業,10:00-18:00,休業,10:00-19:00,10:00-19:00,通常営業,通常営業
4501,エディオン サンリブシティくまなん店,860-0833,熊本県,熊本市,通常営業,通常営業,通常営業,10:00-18:00,10:00-18:00,通常営業,通常営業,通常営業,通常営業
4511,エディオン 大津一里山店,520-2153,滋賀県,大津市,通常営業,通常営業,通常営業,10:00-19:00,通常営業,通常営業,通常営業,通常営業,通常営業
4521,ジョーシン 淡路店,656-0122,兵庫県,南あわじ市,通常営業,通常営業,通常営業,10:00-18:30,休業,通常営業,通常営業,通常営業,通常営業
4581,楽天モバイル 伊勢佐木モール店,231-0045,神奈川県,横浜市,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業
4591,楽天モバイル ららぽーと富士見店,354-8560,埼玉県,富士見市,10:00-21:00,10:00-21:00,10:00-21:00,10:00-19:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00
4631,ケーズデンキ 美濃加茂店,505-0036,岐阜県,美濃加茂市,通常営業,通常営業,通常営業,10:00-19:00,休業,10:00-19:00,10:00-19:00,通常営業,通常営業
4641,ケーズデンキ 浜松入野店,432-8061,静岡県,浜松市,通常営業,通常営業,通常営業,10:00-19:00,休業,10:00-19:00,10:00-19:00,通常営業,通常営業
4651,ビックカメラ 新潟店,950-0086,新潟県,新潟市,通常営業,通常営業,通常営業,10:00-19:00,10:00-19:00,通常営業,通常営業,通常営業,通常営業
4671,ケーズデンキ 酒田店,998-0828,山形県,酒田市,通常営業,通常営業,通常営業,10:00-19:00,休業,通常営業,通常営業,通常営業,通常営業
4681,ビックカメラ 名古屋駅西店,453-0015,愛知県,名古屋市,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業
4691,ビックカメラ 相模大野駅店,252-0303,神奈川県,相模原市,通常営業,通常営業,通常営業,10:00-18:00,休業,10:00-18:00,10:00-18:00,通常営業,通常営業
4711,コジマ×ビックカメラ イオンモール広島府中店,735-0021,広島県,安芸郡,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業
4731,エディオン 千音寺アズパーク店,454-0972,愛知県,名古屋市,通常営業,通常営業,通常営業,09:00-19:00,10:00-19:00,通常営業,通常営業,通常営業,通常営業
4741,エディオン 高辻シャンピアポート店,466-0058,愛知県,名古屋市,通常営業,通常営業,通常営業,10:00-18:00,休業,10:00-19:00,10:00-19:00,通常営業,通常営業
4751,ジョーシン 一ツ木店,448-0003,愛知県,刈谷市,通常営業,通常営業,通常営業,10:00-17:30,休業,10:00-18:00,10:00-18:00,通常営業,通常営業
4761,ジョーシン 豊岡店,668-0013,兵庫県,豊岡市,通常営業,通常営業,通常営業,10:00-18:30,休業,通常営業,通常営業,通常営業,通常営業
4771,楽天モバイル イオンモール日の出店,190-0182,東京都,西多摩郡,通常営業,通常営業,通常営業,10:00-20:00,09:00-21:00,通常営業,通常営業,通常営業,通常営業
4781,ジョーシン 神戸北町店,651-1233,兵庫県,神戸市,通常営業,通常営業,通常営業,10:00-18:30,休業,通常営業,通常営業,通常営業,通常営業
4811,楽天モバイル つかしん店,661-0001,兵庫県,尼崎市,通常営業,通常営業,通常営業,10:00-20:00,休業,09:30-20:00,通常営業,通常営業,通常営業
4881,エディオン 天白店,468-0043,愛知県,名古屋市,通常営業,通常営業,通常営業,10:00-18:00,休業,通常営業,通常営業,通常営業,通常営業
4891,エディオン もりのみや店,540-0003,大阪府,大阪市,通常営業,通常営業,通常営業,10:00-18:00,休業,通常営業,通常営業,通常営業,通常営業
4901,エディオン 佐賀本店,849-0919,佐賀県,佐賀市,通常営業,通常営業,通常営業,10:00-18:00,休業,通常営業,通常営業,通常営業,通常営業
4911,エディオン イオンモール新居浜店,792-0007,愛媛県,新居浜市,通常営業,通常営業,通常営業,10:00-20:00,09:00-20:00,通常営業,通常営業,通常営業,通常営業
4921,エディオン 桑名店,511-0811,三重県,桑名市,通常営業,通常営業,通常営業,10:00-17:00,休業,通常営業,通常営業,通常営業,通常営業
4941,エディオン 四日市日永店,510-0885,三重県,四日市市,通常営業,通常営業,通常営業,10:00-18:00,休業,通常営業,通常営業,通常営業,通常営業
4951,楽天モバイル イオンモール長久手店,480-1128,愛知県,長久手市,通常営業,通常営業,通常営業,10:00-20:00,09:00-21:00,通常営業,通常営業,通常営業,通常営業
4961,楽天モバイル ららぽーと磐田店,438-0801,静岡県,磐田市,通常営業,通常営業,通常営業,10:00-19:00,10:00-20:00,通常営業,通常営業,通常営業,通常営業
4971,エディオン アルパーク南店,733-0833,広島県,広島市,通常営業,通常営業,通常営業,10:00-18:00,10:00-18:00,通常営業,通常営業,通常営業,通常営業
4981,エディオン 八木店,731-0101,広島県,広島市,通常営業,通常営業,通常営業,10:00-18:00,休業,通常営業,通常営業,通常営業,通常営業
4991,コジマ×ビックカメラ 宇都宮本店,321-0962,栃木県,宇都宮市,通常営業,通常営業,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00
5021,ビックカメラ 大宮西口そごう店,330-0854,埼玉県,さいたま市,通常営業,通常営業,通常営業,10:00-19:00,10:00-19:00,10:00-20:00,10:00-20:00,通常営業,通常営業
5031,ビックカメラ 広島駅前店,732-0822,広島県,広島市,通常営業,通常営業,通常営業,10:00-19:00,10:00-19:00,通常営業,通常営業,通常営業,通常営業
5051,エディオン イオンモール浜松市野店,435-0052,静岡県,浜松市,通常営業,通常営業,通常営業,通常営業,08:00-22:00,通常営業,通常営業,通常営業,通常営業
5171,エディオン 名古屋本店,450-0003,愛知県,名古屋市,通常営業,通常営業,通常営業,10:00-18:00,休業,10:00-19:00,10:00-19:00,通常営業,通常営業
5181,ジョーシン 三田ウッディタウン店,669-1321,兵庫県,三田市,通常営業,通常営業,通常営業,10:00-18:30,休業,10:00-19:00,10:00-19:00,通常営業,通常営業
5191,エディオン ららぽーとEXPOCITY店,565-0826,大阪府,吹田市,通常営業,通常営業,通常営業,通常営業,通常営業,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00
5201,ジョーシン 川西イオンタウン店,666-0124,兵庫県,川西市,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業
5231,ジョーシン 伊勢ララパーク店,516-0007,三重県,伊勢市,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業
5241,エディオン 新下関店,751-0873,山口県,下関市,通常営業,通常営業,通常営業,10:00-18:00,休業,通常営業,通常営業,通常営業,通常営業
5251,エディオン 六地蔵MOMOテラス店,612-8002,京都府,京都市,通常営業,通常営業,通常営業,10:00-19:00,休業,10:00-19:00,10:00-19:00,休業,休業
5261,エディオン 京橋店,536-0016,大阪府,大阪市,10:30-19:30,10:30-19:30,10:30-19:30,10:00-18:00,10:00-19:00,10:00-19:00,10:00-19:00,通常営業,通常営業
5291,楽天モバイル あまがさきキューズモール店,661-0976,兵庫県,尼崎市,通常営業,通常営業,通常営業,10:00-19:00,10:00-19:00,通常営業,通常営業,通常営業,通常営業
5301,エディオン 泉大津店,595-0004,大阪府,泉大津市,通常営業,通常営業,10:00-19:30,10:00-18:00,10:00-19:00,10:00-19:30,10:00-19:30,通常営業,通常営業
5321,楽天モバイル 竹ノ塚店,121-0813,東京都,足立区,通常営業,通常営業,通常営業,休業,休業,10:00-17:00,10:00-17:00,通常営業,10:00-17:30
5331,100満ボルト 帯広本店,080-0831,北海道,帯広市,通常営業,通常営業,通常営業,10:00-18:00,休業,10:00-19:00,10:00-19:00,通常営業,通常営業
5341,エディオン 東淡路店,533-0023,大阪府,大阪市,通常営業,通常営業,通常営業,10:00-18:00,10:00-18:00,10:00-19:00,10:00-19:00,通常営業,通常営業
5371,ケーズデンキ 埼大通り店,338-0823,埼玉県,さいたま市,通常営業,通常営業,通常営業,10:00-19:00,休業,10:00-19:00,10:00-19:00,通常営業,通常営業
5401,エディオン 多治見インター店,507-0051,岐阜県,多治見市,通常営業,通常営業,通常営業,10:00-18:00,10:00-18:00,10:00-19:00,10:00-19:00,通常営業,通常営業
5411,エディオン 都城吉尾店,885-0006,宮崎県,都城市,通常営業,通常営業,通常営業,10:00-18:00,休業,通常営業,通常営業,通常営業,通常営業
5431,エディオン 佐世保店,857-1151,長崎県,佐世保市,通常営業,通常営業,通常営業,10:00-18:00,休業,08:00-20:00,08:00-20:00,通常営業,通常営業
5441,エディオン 京都ファミリー店,615-0072,京都府,京都市,通常営業,通常営業,通常営業,10:00-20:00,10:00-18:00,通常営業,通常営業,通常営業,通常営業
5451,エディオン 下中野店,700-0973,岡山県,岡山市,通常営業,通常営業,通常営業,10:00-18:00,休業,通常営業,通常営業,通常営業,通常営業
5461,エディオン 知立店,472-0053,愛知県,知立市,通常営業,通常営業,通常営業,10:00-18:00,休業,10:00-19:00,10:00-19:00,通常営業,通常営業
5471,エディオン 岩国店,740-0018,山口県,岩国市,通常営業,通常営業,通常営業,10:00-18:00,休業,通常営業,通常営業,通常営業,通常営業
5481,エディオン 松本なぎさ店,390-0841,長野県,松本市,通常営業,通常営業,通常営業,10:00-18:00,10:00-18:00,10:00-19:00,10:00-19:00,通常営業,通常営業
5511,エディオン 周南本店,746-0001,山口県,周南市,通常営業,通常営業,通常営業,10:00-18:00,休業,通常営業,通常営業,通常営業,通常営業
5521,エディオン 大山シティ店,901-2223,沖縄県,宜野湾市,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業
5531,楽天モバイル 大森駅前店,143-0016,東京都,大田区,通常営業,通常営業,通常営業,10:00-18:00,休業,通常営業,通常営業,通常営業,通常営業
5541,楽天モバイル イオンモール多摩平の森店,191-0062,東京都,日野市,通常営業,通常営業,通常営業,10:00-20:00,09:00-21:00,通常営業,通常営業,通常営業,通常営業
5551,楽天モバイル イオンモール茨木店,567-0033,大阪府,茨木市,通常営業,通常営業,通常営業,通常営業,09:00-21:00,通常営業,通常営業,通常営業,通常営業
5561,楽天モバイル レイクタウンmori店,343-0828,埼玉県,越谷市,通常営業,通常営業,通常営業,10:00-20:00,08:00-20:00,09:00-21:00,09:00-21:00,通常営業,通常営業
5571,楽天モバイル 津田沼店,275-0016,千葉県,習志野市,通常営業,通常営業,通常営業,10:00-18:00,休業,休業,休業,通常営業,通常営業
5581,楽天モバイル ゆめタウン佐賀店,849-0919,佐賀県,佐賀市,通常営業,通常営業,通常営業,10:00-18:00,休業,通常営業,通常営業,通常営業,通常営業
5641,楽天モバイル 北千住店,120-0034,東京都,足立区,通常営業,通常営業,通常営業,10:00-18:00,休業,10:00-18:00,10:00-18:00,通常営業,通常営業
5671,楽天モバイル 京橋店,534-0025,大阪府,大阪市,通常営業,通常営業,通常営業,10:00-17:00,休業,休業,通常営業,通常営業,通常営業
5691,楽天モバイル 新小岩ルミエール店,124-0024,東京都,葛飾区,通常営業,通常営業,通常営業,10:00-17:00,休業,10:00-17:00,通常営業,通常営業,通常営業
5701,ケーズデンキ クロスモール富田林店,584-0058,大阪府,富田林市,通常営業,通常営業,通常営業,10:00-19:00,休業,10:00-19:00,10:00-19:00,通常営業,通常営業
5721,楽天モバイル イオンモール宮崎店,880-0834,宮崎県,宮崎市,通常営業,通常営業,通常営業,10:00-20:00,09:00-22:00,通常営業,通常営業,通常営業,通常営業
5731,楽天モバイル イオンモール神戸北店,651-1515,兵庫県,神戸市,通常営業,通常営業,通常営業,10:00-19:30,09:00-20:00,09:00-20:00,09:00-20:00,通常営業,通常営業
5751,楽天モバイル イオンモール堺鉄砲町店,590-0905,大阪府,堺市,通常営業,通常営業,通常営業,10:00-20:00,09:00-21:00,通常営業,通常営業,通常営業,通常営業
5761,楽天モバイル イオンモール京都五条店,615-0035,京都府,京都市,通常営業,通常営業,通常営業,10:00-20:00,09:00-21:00,通常営業,通常営業,通常営業,通常営業
5771,ビックカメラ 横浜西口店,220-0005,神奈川県,横浜市,通常営業,通常営業,通常営業,10:00-19:00,10:00-19:00,10:00-20:00,10:00-20:00,通常営業,通常営業
5781,ビックカメラ 柏店,277-0005,千葉県,柏市,通常営業,通常営業,通常営業,10:00-19:00,10:00-19:00,10:00-20:00,10:00-20:00,通常営業,通常営業
5801,楽天モバイル 横浜ジョイナス店,220-0005,神奈川県,横浜市,通常営業,通常営業,通常営業,10:00-19:00,休業,通常営業,10:00-20:00,通常営業,通常営業
5821,楽天モバイル ポールタウン札幌店,060-0063,北海道,札幌市,通常営業,通常営業,通常営業,10:00-16:00,休業,10:00-18:00,10:00-18:00,通常営業,通常営業
5831,LABI1 LIFE SELECT 池袋,170-0013,東京都,豊島区,通常営業,通常営業,通常営業,10:00-19:00,休業,通常営業,通常営業,通常営業,通常営業
5841,LABI1 LIFE SELECT 高崎,370-0841,群馬県,高崎市,通常営業,通常営業,通常営業,10:00-19:00,休業,10:00-20:00,通常営業,通常営業,通常営業
5851,LABI LIFE SELECT 品川大井町,140-0011,東京都,品川区,通常営業,通常営業,通常営業,10:00-19:00,休業,10:00-20:00,通常営業,通常営業,通常営業
5861,ヤマダデンキ LABI上大岡,233-0002,神奈川県,横浜市,通常営業,通常営業,通常営業,10:00-19:00,休業,通常営業,通常営業,通常営業,通常営業
5881,楽天モバイル 宇都宮インターパークビレッジ店,321-0118,栃木県,宇都宮市,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業
5901,楽天モバイル なんばウォーク店,542-0074,大阪府,大阪市,通常営業,通常営業,通常営業,10:00-18:00,休業,11:00-20:00,通常営業,通常営業,通常営業
5911,楽天モバイル イオンモールむさし村山店,208-0022,東京都,武蔵村山市,通常営業,通常営業,通常営業,10:00-20:00,09:00-21:00,通常営業,通常営業,通常営業,通常営業
5931,ケーズデンキ 湘南藤沢店,252-0822,神奈川県,藤沢市,通常営業,通常営業,通常営業,10:00-19:00,休業,10:00-19:00,10:00-19:00,通常営業,通常営業
5941,楽天モバイル アリオ八尾店,581-0803,大阪府,八尾市,通常営業,通常営業,通常営業,10:00-20:00,09:00-21:00,通常営業,通常営業,通常営業,通常営業
5971,楽天モバイル 十三駅前路面店,532-0024,大阪府,大阪市,通常営業,通常営業,通常営業,10:00-18:00,休業,通常営業,通常営業,通常営業,通常営業
5981,楽天モバイル イオンモールナゴヤドーム前店,461-0048,愛知県,名古屋市,通常営業,通常営業,通常営業,10:00-20:00,08:00-20:00,09:00-21:00,通常営業,通常営業,通常営業
6011,楽天モバイル イオンモール福津店,811-3209,福岡県,福津市,通常営業,通常営業,通常営業,10:00-20:00,09:00-21:00,通常営業,通常営業,通常営業,通常営業
6021,楽天モバイル イオンモール春日部店,344-0122,埼玉県,春日部市,通常営業,通常営業,通常営業,10:00-20:00,09:00-21:00,通常営業,通常営業,通常営業,通常営業
6031,楽天モバイル イオンモールつくば店,305-0071,茨城県,つくば市,通常営業,通常営業,通常営業,10:00-20:00,09:00-21:00,通常営業,通常営業,通常営業,通常営業
6051,ビックカメラ 新横浜店,222-0033,神奈川県,横浜市,通常営業,通常営業,通常営業,10:00-19:00,10:00-19:00,10:00-20:00,10:00-20:00,通常営業,通常営業
6061,楽天モバイル イーアス高尾店,193-0834,東京都,八王子市,通常営業,通常営業,通常営業,10:00-19:00,通常営業,通常営業,通常営業,通常営業,通常営業
6071,ビックカメラ 渋谷東口店,150-0002,東京都,渋谷区,通常営業,通常営業,通常営業,10:00-19:00,10:00-19:00,10:00-20:00,10:00-20:00,通常営業,通常営業
6111,コジマ×ビックカメラ 函館店,041-0813,北海道,函館市,通常営業,通常営業,通常営業,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,通常営業,通常営業
6141,楽天モバイル 下北沢店,155-0031,東京都,世田谷区,通常営業,通常営業,通常営業,10:00-18:00,休業,通常営業,通常営業,通常営業,通常営業
6151,楽天モバイル イオンモール名取店,981-1294,宮城県,名取市,通常営業,通常営業,通常営業,10:00-19:00,08:00-21:00,09:00-21:00,09:00-21:00,通常営業,通常営業
6161,楽天モバイル 川崎ゼロゲート店,210-0023,神奈川県,川崎市,通常営業,通常営業,通常営業,10:00-18:00,休業,通常営業,通常営業,通常営業,通常営業
6171,楽天モバイル イオンモール筑紫野店,818-0042,福岡県,筑紫野市,通常営業,通常営業,通常営業,10:00-20:00,09:30-21:00,通常営業,通常営業,通常営業,通常営業
6181,ビックカメラ あべのキューズモール店,545-0052,大阪府,大阪市,通常営業,通常営業,通常営業,10:00-20:00,休業,通常営業,通常営業,通常営業,通常営業
6201,ケーズデンキ カナートモール和泉府中店,595-0021,大阪府,泉大津市,通常営業,通常営業,通常営業,10:00-19:00,10:00-18:00,10:00-19:00,10:00-19:00,通常営業,通常営業
6211,楽天モバイル パークプレイス大分店,870-0174,大分県,大分市,通常営業,通常営業,通常営業,10:00-17:00,休業,10:00-18:00,10:00-18:00,通常営業,通常営業
6221,楽天モバイル イオンモール東浦店,470-2102,愛知県,東浦町,通常営業,通常営業,通常営業,10:00-20:00,09:00-21:00,通常営業,通常営業,通常営業,通常営業
6231,楽天モバイル 池袋東口店,171-0022,東京都,豊島区,通常営業,通常営業,通常営業,10:00-18:00,休業,通常営業,通常営業,通常営業,通常営業
6251,コジマ×ビックカメラ イオン西岡店,062-0033,北海道,札幌市,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業
6291,ビックカメラ 京王調布店,182-0026,東京都,調布市,通常営業,通常営業,通常営業,10:00-19:00,休業,通常営業,通常営業,通常営業,通常営業
6301,コジマ×ビックカメラ 広島インター緑井店,731-0103,広島県,広島市,通常営業,通常営業,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00
6311,ヤマダデンキ LABI LIFE SELECT 自由が丘,152-0034,東京都,目黒区,通常営業,通常営業,通常営業,10:00-19:00,休業,通常営業,通常営業,通常営業,通常営業
6321,エディオン イオンモール橿原店,634-0837,奈良県,橿原市,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業,通常営業
6331,ヤマダデンキ LABI名古屋,450-0002,愛知県,名古屋市,通常営業,通常営業,通常営業,10:00-19:00,休業,通常営業,通常営業,通常営業,通常営業
6341,楽天モバイル イオンモール和歌山店,640-8451,和歌山県,和歌山市,通常営業,通常営業,通常営業,10:00-20:00,通常営業,通常営業,通常営業,通常営業,通常営業
6351,楽天モバイル ならファミリー店,631-0821,奈良県,奈良市,通常営業,通常営業,通常営業,10:00-18:00,休業,通常営業,通常営業,通常営業,通常営業
6361,ビックカメラ 新宿東口駅前店,160-0022,東京都,新宿区,通常営業,通常営業,通常営業,10:00-19:00,10:00-20:00,11:00-21:00,11:00-21:00,通常営業,通常営業
6371,ビックカメラ 新宿西口店,160-0023,東京都,新宿区,通常営業,通常営業,通常営業,10:00-19:00,10:00-19:00,10:00-20:00,10:00-20:00,通常営業,通常営業
6381,ビックカメラ 高崎東口店,370-0841,群馬県,高崎市,通常営業,通常営業,通常営業,10:00-19:00,10:00-19:00,通常営業,通常営業,通常営業,通常営業
6391,ビックカメラ 名古屋JRゲートタワー店,450-6610,愛知県,名古屋市,通常営業,通常営業,通常営業,10:00-18:00,10:00-19:00,09:30-21:00,通常営業,通常営業,通常営業
6401,ビックカメラ 立川店,190-0012,東京都,立川市,通常営業,通常営業,通常営業,10:00-19:00,10:00-19:00,10:00-20:00,10:00-20:00,通常営業,通常営業
6451,ビックカメラ 赤坂見附駅店,107-0052,東京都,港区,通常営業,通常営業,通常営業,10:00-19:00,10:00-19:00,10:00-20:00,10:00-20:00,通常営業,通常営業
6461,楽天モバイル イオンモール草津店,525-0067,滋賀県,草津市,通常営業,通常営業,通常営業,10:00-20:00,09:00-21:00,通常営業,通常営業,通常営業,通常営業
6471,楽天モバイル ららぽーと和泉店,594-1157,大阪府,和泉市,10:00-21:00,10:00-21:00,通常営業,10:00-19:00,通常営業,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00
6491,エディオン なんば本店,542-0076,大阪府,大阪市,通常営業,通常営業,通常営業,10:00-18:00,10:00-19:00,10:00-20:00,通常営業,通常営業,通常営業
6501,楽天モバイル イオンモール久御山店,613-0024,京都府,久世郡,通常営業,通常営業,通常営業,10:00-20:00,09:00-20:00,通常営業,通常営業,通常営業,通常営業
6511,楽天モバイル イオンモール幕張新都心店,261-8535,千葉県,千葉市,通常営業,通常営業,通常営業,10:00-20:00,09:00-21:00,通常営業,通常営業,通常営業,通常営業
6531,楽天モバイル セブンパークアリオ柏店,277-0922,千葉県,柏市,通常営業,通常営業,通常営業,10:00-20:00,10:00-20:00,通常営業,通常営業,通常営業,通常営業
